"Operon_ID","Gene","Product"
576,"mamA","methylaspartate mutase subunit S"
577,"-","hypothetical protein"
577,"mamB","methylaspartate mutase"
578,"mal","methylaspartate ammonia-lyase"
578,"maoC1","monoamine oxidase regulatory-like"
579,"cat","4-hydroxybutyrate CoA transferase"
580,"-","hypothetical protein"
581,"-","hypothetical protein"
582,"fer2","ferredoxin"
583,"hisA","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase"
584,"hisB","imidazoleglycerol-phosphate dehydratase"
585,"-","hypothetical protein"
586,"-","hypothetical protein"
587,"-","hypothetical protein"
588,"-","hypothetical protein"
588,"-","hypothetical protein"
589,"txrB3","thioredoxin reductase"
590,"yuxL","acylaminoacyl peptidase"
590,"-","hypothetical protein"
591,"upp","uracil phosphoribosyltransferase"
592,"-","hypothetical protein"
593,"-","hypothetical protein"
594,"-","hypothetical protein"
595,"hlp","Hlp"
595,"-","hypothetical protein"
596,"-","hypothetical protein"
597,"-","hypothetical protein"
598,"-","hypothetical protein"
599,"-","hypothetical protein"
599,"-","hypothetical protein"
600,"-","hypothetical protein"
600,"-","hypothetical protein"
601,"cbiO1","cobalt transport ATP-binding protein"
602,"hdrD","heterodisulfide reductase"
603,"ydaJ","acetyltransferase"
603,"hem2","delta-aminolevulinic acid dehydratase"
604,"-","hypothetical protein"
604,"-","hypothetical protein"
605,"hemL","glutamate-1-semialdehyde aminotransferase"
606,"-","hypothetical protein"
606,"-","hypothetical protein"
607,"-","hypothetical protein"
607,"hem3","porphobilinogen deaminase"
607,"uroM","S-adenosyl-L-methionine:uroporphyrinogen III methyltransferase"
607,"hemD","uroporphyrinogen-III synthase"
608,"-","hypothetical protein"
609,"-","hypothetical protein"
609,"-","hypothetical protein"
610,"-","hypothetical protein"
610,"polA2","DNA polymerase II large subunit"
611,"-","hypothetical protein"
611,"-","hypothetical protein"
612,"-","hypothetical protein"
612,"-","hypothetical protein"
612,"-","hypothetical protein"
612,"ykfD","oligopeptide ABC transporter ATP-binding protein"
613,"oppD2","oligopeptide ABC transporter"
614,"-","hypothetical protein"
614,"dppC2","hypothetical protein"
615,"dppB1","dipeptide ABC transporter permease"
616,"dppA","hypothetical protein"
617,"-","hypothetical protein"
617,"-","hypothetical protein"
618,"glyS","glycyl-tRNA synthetase"
618,"-","hypothetical protein"
619,"eif4a","Hef nuclease"
619,"appA","oligopeptide binding protein"
619,"appB","oligopeptide ABC permease"
619,"appC","oligopeptide transport permease"
619,"oppD1","oligopeptide ABC transporter ATP-binding protein"
620,"appF","oligopeptide ABC transporter ATP-binding protein"
621,"-","hypothetical protein"
622,"-","hypothetical protein"
623,"mdhA","malate dehydrogenase"
624,"-","hypothetical protein"
624,"rad24b","ski2-like helicase"
625,"-","hypothetical protein"
626,"-","hypothetical protein"
626,"-","IMP cyclohydrolase"
627,"rad24c","DNA repair protein"
627,"tnaA","tryptophanase"
628,"lysC","aspartate kinase"
629,"-","hypothetical protein"
629,"nosY","hypothetical protein"
630,"nosF1","copper transport ATP-binding protein"
631,"-","hypothetical protein"
632,"-","hypothetical protein"
633,"-","hypothetical protein"
634,"uvrC","excinuclease ABC subunit C"
634,"nrdA","ribonucleotide-diphosphate reductase subunit beta"
635,"nrdB1","ribonucleotide-diphosphate reductase alpha subunit"
636,"-","hypothetical protein"
637,"-","hypothetical protein"
638,"-","hypothetical protein"
638,"uvrB","excinuclease ABC subunit B"
639,"-","hypothetical protein"
640,"tssA","thiosulfate sulfurtransferase"
641,"tssB","thiosulfate sulfurtransferase"
642,"-","hypothetical protein"
643,"-","hypothetical protein"
643,"cysT1","sulfate transport system permease"
644,"cysA","hypothetical protein"
645,"scm","24-sterol C-methyltransferase"
645,"-","hypothetical protein"
646,"-","hypothetical protein"
646,"-","hypothetical protein"
646,"-","hypothetical protein"
647,"dip1","DNA damage-inducible protein"
647,"-","hypothetical protein"
648,"-","hypothetical protein"
649,"gbp3","GTP-binding protein"
650,"orc7","orc / cell division control protein 6"
650,"-","hypothetical protein"
650,"-","hypothetical protein"
651,"-","hypothetical protein"
651,"-","hypothetical protein"
652,"-","hypothetical protein"
653,"sec11","signal sequence peptidase"
654,"polA1","DNA polymerase II small subunit"
655,"aspC1","aspartate aminotransferase"
656,"-","hypothetical protein"
657,"metA","homoserine O-acetyltransferase"
658,"hal","O-acetyl homoserine"
659,"glcD","hypothetical protein"
660,"serB","hypothetical protein"
661,"serA1","D-3-phosphoglycerate dehydrogenase"
662,"act","acyl-CoA thioester hydrolase"
663,"dld","D-lactate dehydrogenase"
664,"thrC1","threonine synthase"
665,"-","hypothetical protein"
666,"-","hypothetical protein"
666,"-","hypothetical protein"
666,"argH","argininosuccinate lyase"
667,"argG","argininosuccinate synthase"
668,"-","hypothetical protein"
669,"-","hypothetical protein"
670,"rad3b","helicase"
671,"-","hypothetical protein"
672,"dpsA","starvation induced DNA-binding protein"
673,"-","hypothetical protein"
674,"-","hypothetical protein"
675,"-","hypothetical protein"
676,"-","hypothetical protein"
676,"lta","threonine aldolase"
677,"-","hypothetical protein"
678,"pepB2","aminopeptidase"
679,"-","hypothetical protein"
679,"-","hypothetical protein"
680,"-","hypothetical protein"
681,"-","hypothetical protein"
681,"-","ABC transporter permease"
682,"-","hypothetical protein"
683,"srp54","signal recognition particle"
684,"-","hypothetical protein"
685,"-","hypothetical protein"
685,"dpa","signal recognition particle receptor"
686,"-","hypothetical protein"
686,"EIF6","translation initiation factor IF-6"
686,"rpl31e","50S ribosomal protein L31"
687,"rpl39e","50S ribosomal protein L39"
687,"-","hypothetical protein"
688,"-","hypothetical protein"
689,"nifS","hypothetical protein"
690,"nifU","hypothetical protein"
690,"radA","DNA repair and recombination protein RadA"
691,"gspE1","type II secretion system protein"
691,"-","hypothetical protein"
692,"-","hypothetical protein"
693,"-","hypothetical protein"
694,"-","hypothetical protein"
695,"-","hypothetical protein"
695,"pstB1","phosphate ABC transporter ATP-binding protein"
695,"pstA1","phosphate ABC transporter permease"
695,"pstC1","phosphate transporter permease"
696,"yqgG","phosphate ABC transporter binding protein"
696,"-","hypothetical protein"
697,"-","hypothetical protein"
698,"-","hypothetical protein"
698,"-","hypothetical protein"
699,"ferB","ferredoxin"
699,"-","hypothetical protein"
700,"-","hypothetical protein"
701,"gcdH","glutaryl-CoA dehydrogenase"
702,"-","hypothetical protein"
703,"-","hypothetical protein"
703,"pheS","phenylalanyl-tRNA synthetase subunit alpha"
703,"pheT","phenylalanyl-tRNA synthetase subunit beta"
704,"-","hypothetical protein"
705,"pyrD","dihydroorotate dehydrogenase 2"
705,"-","hypothetical protein"
706,"-","hypothetical protein"
706,"-","hypothetical protein"
707,"-","hypothetical protein"
708,"-","hypothetical protein"
709,"epf1","mRNA 3'-end processing factor-like protein"
710,"-","hypothetical protein"
711,"aldY1","AldY1"
712,"rps6e","30S ribosomal protein S6"
712,"-","hypothetical protein"
713,"-","hypothetical protein"
713,"-","hypothetical protein"
714,"-","hypothetical protein"
715,"-","hypothetical protein"
716,"-","hypothetical protein"
717,"-","hypothetical protein"
717,"-","hypothetical protein"
718,"-","hypothetical protein"
719,"-","hypothetical protein"
720,"-","hypothetical protein"
720,"dppF","hypothetical protein"
721,"dppD","hypothetical protein"
721,"dppB2","hypothetical protein"
721,"dppC1","dipeptide ABC transporter permease"
722,"-","hypothetical protein"
722,"pyrC","dihydroorotase"
723,"moxR","methanol dehydrogenase regulatory protein"
724,"-","hypothetical protein"
724,"-","hypothetical protein"
725,"-","hypothetical protein"
726,"entB","isochorismatase"
727,"-","hypothetical protein"
728,"pncB","nicotinate phosphoribosyltransferase"
729,"-","hypothetical protein"
730,"-","hypothetical protein"
731,"pepB3","aminopeptidase"
732,"valS","valyl-tRNA synthetase"
732,"-","hypothetical protein"
732,"fhuG","FhuG"
733,"htrA","hypothetical protein"
734,"yfmF","ferrichrome ABC transporter ATP-binding protein"
735,"yqeC","6-phosphogluconate dehydrogenase"
736,"-","hypothetical protein"
737,"-","hypothetical protein"
738,"-","hypothetical protein"
738,"fepC","hypothetical protein"
738,"yfmD2","ferrichrome ABC transporter permease"
739,"-","hypothetical protein"
740,"-","hypothetical protein"
741,"trkH3","TRK potassium uptake system protein"
742,"-","hypothetical protein"
743,"-","hypothetical protein"
744,"-","hypothetical protein"
745,"-","hypothetical protein"
746,"dcd","deoxyuridine 5'-triphosphate nucleotidohydrolase"
747,"guaAa","GMP synthase subunit A"
748,"hly","Hly"
748,"can","aconitate hydratase"
748,"rimI","Pab N-terminal acetyltransferase"
748,"-","hypothetical protein"
749,"-","hypothetical protein"
750,"idr1","iron-dependent repressor-like protein"
751,"-","hypothetical protein"
752,"-","hypothetical protein"
753,"-","hypothetical protein"
754,"-","hypothetical protein"
755,"-","translation initiation factor Sui1"
756,"-","hypothetical protein"
757,"-","F420-0--gamma-glutamyl ligase"
758,"-","GTP-binding protein"
759,"-","hypothetical protein"
759,"-","hypothetical protein"
760,"-","hypothetical protein"
761,"gbp4","GTP-binding protein"
762,"-","hypothetical protein"
762,"hisI","hypothetical protein"
762,"-","hypothetical protein"
762,"hisH1","glutamine amidotransferase subunit PdxT"
763,"-","preprotein translocase subunit SecG"
764,"trxA2","hypothetical protein"
765,"arsB","hypothetical protein"
766,"-","hypothetical protein"
766,"THI1","ribulose-1,5-biphosphate synthetase"
767,"thiD","hypothetical protein"
768,"-","hypothetical protein"
768,"-","hypothetical protein"
769,"-","hypothetical protein"
770,"-","archaemetzincin-like protein"
771,"hflX1","GTP-binding protein"
772,"rli","ATPase RIL"
773,"-","hypothetical protein"
774,"-","hypothetical protein"
775,"-","hypothetical protein"
776,"-","ATPase"
777,"cxp","carboxypeptidase"
778,"adh2","alcohol dehydrogenase"
779,"-","hypothetical protein"
780,"-","hypothetical protein"
780,"uvrD","hypothetical protein"
781,"-","hypothetical protein"
782,"-","hypothetical protein"
783,"ribC","riboflavin synthase subunit alpha"
784,"-","hypothetical protein"
785,"-","hypothetical protein"
786,"-","hypothetical protein"
787,"-","hypothetical protein"
788,"glcK","glucose kinase"
789,"-","hypothetical protein"
790,"yusZ2","oxidoreductase"
790,"-","hypothetical protein"
791,"-","hypothetical protein"
792,"-","DNA-directed RNA polymerase subunit P"
793,"-","hypothetical protein"
794,"uvrA","hypothetical protein"
795,"rpl37ae","50S ribosomal protein L37"
796,"-","hypothetical protein"
796,"bchP","geranylgeranyl hydrogenase"
797,"-","hypothetical protein"
798,"uae","UDP-N-acetylglucosamine 2-epimerase"
798,"gcvT2","glycine cleavage system protein T"
799,"-","hypothetical protein"
800,"-","hypothetical protein"
800,"-","hypothetical protein"
801,"-","hypothetical protein"
802,"-","hypothetical protein"
803,"-","hypothetical protein"
804,"-","RNA-binding protein"
804,"-","hypothetical protein"
805,"vacB","hypothetical protein"
805,"rps10p","30S ribosomal protein S10"
806,"eef1a","elongation factor 1-alpha"
806,"hom","Hom"
807,"truD","tRNA pseudouridine synthase D"
808,"-","hypothetical protein"
809,"-","hypothetical protein"
810,"EEF2","elongation factor EF-2"
811,"-","hypothetical protein"
811,"rps7p","30S ribosomal protein S7"
812,"rps12P","30S ribosomal protein S12"
812,"nusA","transcription elongation factor NusA-like protein"
812,"rpoC","DNA-directed RNA polymerase subunit A''"
812,"rpoA1","DNA-directed RNA polymerase subunit A'"
812,"rpoB'","DNA-directed RNA polymerase subunit B'"
813,"-","peptidyl-tRNA hydrolase"
813,"rpoB''","DNA-directed RNA polymerase subunit beta''"
814,"rpoH","DNA-directed RNA polymerase subunit H"
815,"cyo","cytochrome oxidase subunit I-like protein"
816,"-","hypothetical protein"
817,"-","hypothetical protein"
818,"-","hypothetical protein"
819,"-","hypothetical protein"
820,"-","hypothetical protein"
821,"-","hypothetical protein"
822,"dcd","deoxycytidine triphosphate deaminase"
822,"csg","cell surface glycoprotein"
823,"-","hypothetical protein"
824,"-","hypothetical protein"
824,"-","hypothetical protein"
824,"fbr","cytochrome-like protein"
825,"-","hypothetical protein"
825,"-","hypothetical protein"
826,"-","hypothetical protein"
827,"-","geranylgeranylglyceryl phosphate synthase-like protein"
828,"tfbG","transcription initiation factor IIB"
828,"-","hypothetical protein"
829,"-","hypothetical protein"
830,"-","hypothetical protein"
831,"ipp","inorganic pyrophosphatase"
831,"-","hypothetical protein"
832,"-","hypothetical protein"
833,"-","hypothetical protein"
834,"ftsZ4","cell division protein"
835,"-","hypothetical protein"
835,"-","hypothetical protein"
835,"-","hypothetical protein"
836,"-","hypothetical protein"
836,"-","hypothetical protein"
836,"-","hypothetical protein"
837,"-","hypothetical protein"
838,"-","hypothetical protein"
839,"-","hypothetical protein"
840,"crtI3","phytoene dehydrogenase"
841,"-","hypothetical protein"
842,"soxB","sarcosine oxidase"
842,"-","hypothetical protein"
843,"-","hypothetical protein"
844,"-","hypothetical protein"
844,"-","hypothetical protein"
845,"-","hypothetical protein"
846,"-","hypothetical protein"
846,"-","hypothetical protein"
846,"-","hypothetical protein"
847,"-","hypothetical protein"
847,"pnm","N-methyltransferase-like protein"
848,"-","hypothetical protein"
849,"-","hypothetical protein"
850,"-","hypothetical protein"
850,"-","hypothetical protein"
851,"-","hypothetical protein"
852,"-","nicotinamide-nucleotide adenylyltransferase"
853,"lon","ATP-dependent protease Lon"
854,"-","hypothetical protein"
855,"trpC","hypothetical protein"
856,"-","hypothetical protein"
856,"trpB","tryptophan synthase subunit beta"
856,"trpA","tryptophan synthase subunit alpha"
857,"-","fructose-bisphosphate aldolase"
858,"-","hypothetical protein"
859,"-","3-dehydroquinate synthase"
860,"-","hypothetical protein"
861,"aroD","3-dehydroquinate dehydratase"
862,"tfbF","transcription initiation factor IIB"
863,"-","hypothetical protein"
864,"-","hypothetical protein"
865,"dpg","dolichol-P-glucose synthetase"
866,"-","hypothetical protein"
867,"-","hypothetical protein"
867,"ids","Ids"
867,"-","hypothetical protein"
867,"-","hypothetical protein"
868,"pykA","pyruvate kinase"
869,"metG","methionyl-tRNA synthetase"
869,"gadD","L-tyrosine decarboxylase"
869,"caaX","zinc metalloproteinase-like protein"
870,"ppsA","phosphoenolpyruvate synthase"
871,"-","hypothetical protein"
872,"-","hypothetical protein"
873,"-","hypothetical protein"
874,"gptA1","purine phosphoribosyltransferase"
875,"-","purine nucleoside phosphorylase"
876,"-","hypothetical protein"
877,"-","hypothetical protein"
878,"-","purine nucleoside phosphorylase"
879,"-","hypothetical protein"
879,"-","hypothetical protein"
879,"smc1","chromosome segregation protein"
880,"-","hypothetical protein"
881,"gatB","aspartyl/glutamyl-tRNA amidotransferase subunit B"
882,"-","hypothetical protein"
883,"-","hypothetical protein"
884,"topA","DNA topoisomerase I"
884,"-","hypothetical protein"
884,"-","hypothetical protein"
885,"-","hypothetical protein"
886,"htr14","Htr14"
886,"-","hypothetical protein"
887,"-","hypothetical protein"
888,"-","hypothetical protein"
888,"-","hypothetical protein"
889,"nfi","hypothetical protein"
890,"yusZ3","oxidoreductase"
891,"arsA1","arsenical pump-driving ATPase"
891,"-","hypothetical protein"
892,"-","hypothetical protein"
893,"-","metal-dependent phosphoesterase"
893,"acd1","acyl-CoA dehydrogenase"
894,"-","hypothetical protein"
895,"-","hypothetical protein"
895,"nusG","transcription antitermination protein NusG"
896,"secE","preprotein translocase subunit SecE"
896,"ftsZ1","cell division protein FtsZ"
896,"-","hypothetical protein"
897,"-","hypothetical protein"
898,"caa","cation antiporter"
898,"aroE","hypothetical protein"
898,"-","hypothetical protein"
898,"trpE2","anthranilate synthase subunit alpha"
899,"trpG2","anthranilate synthase subunit beta"
900,"-","hypothetical protein"
900,"ilvE1","branched-chain amino acid aminotransferase"
901,"-","hypothetical protein"
902,"-","hypothetical protein"
903,"graD1","glucose-1-phosphate thymidylyltransferase"
903,"-","hypothetical protein"
903,"-","hypothetical protein"
904,"-","hypothetical protein"
905,"-","hypothetical protein"
906,"-","hypothetical protein"
907,"nthA1","endonuclease III"
908,"-","hypothetical protein"
909,"epf2","mRNA 3'-end processing factor-like protein"
910,"-","hypothetical protein"
911,"proS","prolyl-tRNA synthetase"
911,"-","hypothetical protein"
912,"-","hypothetical protein"
913,"egsA","NAD(P)-dependent glycerol-1-phosphate dehydrogenase"
914,"-","hypothetical protein"
914,"-","hypothetical protein"
915,"-","hypothetical protein"
915,"rfbU2","LPS biosynthesis protein"
916,"-","hypothetical protein"
917,"folP","hypothetical protein"
918,"-","hypothetical protein"
919,"purH","hypothetical protein"
920,"purB","adenylosuccinate lyase"
921,"-","hypothetical protein"
922,"-","hypothetical protein"
923,"-","hypothetical protein"
924,"-","hypothetical protein"
925,"-","hypothetical protein"
926,"cyc","cytochrome P450"
926,"nac","nascent polypeptide-associated complex protein"
927,"pimT2","L-isoaspartyl protein carboxyl methyltransferase"
928,"rpoM","DNA-directed RNA-polymerase subunit M"
929,"yfmO2","multidrug resistance protein-like protein"
929,"fad2","enoyl-CoA hydratase"
930,"-","hypothetical protein"
930,"-","hypothetical protein"
931,"-","hypothetical protein"
932,"-","hypothetical protein"
933,"apa","diadenosine tetraphosphate pyrophosphohydrolase"
934,"-","hypothetical protein"
934,"-","hypothetical protein"
934,"nhaC1","Na+/H+ antiporter"
935,"-","hypothetical protein"
936,"-","hypothetical protein"
937,"-","hypothetical protein"
938,"ferA3","ferredoxin"
939,"-","hypothetical protein"
940,"-","hypothetical protein"
940,"rspA","hypothetical protein"
940,"dapA","hypothetical protein"
941,"-","hypothetical protein"
941,"gcd","glucose dehydrogenase"
942,"pyrE1","orotate phosphoribosyltransferase-like protein"
943,"ntp","transposase"
944,"-","hypothetical protein"
945,"phoU","hypothetical protein"
945,"pstB2","phosphate ABC transporter ATP-binding protein"
945,"pstA2","phosphate ABC transporter permease"
946,"pstC2","phosphate ABC transporter permease"
947,"phoX","phosphate ABC transporter periplasmic phosphate-binding protein"
948,"prp1","phosphate regulatory protein-like protein"
949,"nodP","nodulation protein"
950,"aspS","aspartyl-tRNA synthetase"
950,"-","hypothetical protein"
950,"-","hypothetical protein"
950,"nosF2","copper transport ATP-binding protein"
951,"-","hypothetical protein"
952,"yafB","aldehyde reductase"
953,"-","hypothetical protein"
954,"-","hypothetical protein"
955,"-","hypothetical protein"
956,"trp3","daunorubicin resistance ABC transporter ATP-binding protein"
956,"-","hypothetical protein"
957,"-","hypothetical protein"
957,"porB","2-oxoglutarate ferredoxin oxidoreductase subunit beta"
958,"porA","hypothetical protein"
959,"-","hypothetical protein"
960,"-","hypothetical protein"
961,"-","NTP pyrophosphohydrolase"
961,"-","hypothetical protein"
962,"yajO1","oxidoreductase"
963,"mcmA1","methylmalonyl-CoA mutase subunit alpha"
964,"-","hypothetical protein"
965,"-","hypothetical protein"
966,"acs1","acetyl-CoA synthetase"
966,"-","hypothetical protein"
966,"hat1","acetyltransferase"
966,"-","hypothetical protein"
967,"-","hypothetical protein"
968,"dnaJ","hypothetical protein"
969,"-","hypothetical protein"
970,"dnaK","heat shock protein"
970,"-","hypothetical protein"
971,"grpE","hypothetical protein"
972,"-","hypothetical protein"
972,"-","hypothetical protein"
973,"cna","proliferating-cell nucleolar antigen"
974,"ppd","3-isopropylmalate dehydratase"
975,"yfmO1","multidrug resistance protein-like protein"
976,"aspB1","aspartate aminotransferase"
977,"-","hypothetical protein"
978,"gbp5","translation-associated GTPase"
979,"-","hypothetical protein"
980,"-","hypothetical protein"
981,"-","hypothetical protein"
982,"-","hypothetical protein"
983,"-","hypothetical protein"
984,"prrIV2","proteasome-activating nucleotidase"
985,"-","hypothetical protein"
986,"ppe","DNA double-strand break repair protein"
987,"ugd","UDP-glucose dehydrogenase"
988,"-","chromosome segregation protein"
989,"-","hypothetical protein"
990,"-","hypothetical protein"
991,"-","hypothetical protein"
992,"polB1","DNA polymerase B1"
993,"inb","oxidoreductase-like protein"
993,"yurY","ABC transporter ATP-binding protein"
993,"-","hypothetical protein"
994,"-","hypothetical protein"
995,"-","hypothetical protein"
995,"troR","hypothetical protein"
996,"graD6","dTDP-glucose pyrophosphorylase"
997,"-","hypothetical protein"
998,"-","hypothetical protein"
999,"-","hypothetical protein"
1000,"-","hypothetical protein"
1001,"sirR","transcription repressor"
1001,"-","hypothetical protein"
1002,"-","hypothetical protein"
1003,"imp","hypothetical protein"
1004,"thrC2","hypothetical protein"
1005,"-","hypothetical protein"
1006,"-","hypothetical protein"
1007,"-","hypothetical protein"
1008,"-","hypothetical protein"
1008,"-","hypothetical protein"
1008,"-","H/ACA RNA-protein complex component Nop10p"
1008,"eif2a","translation initiation factor IF-2 subunit alpha"
1008,"rps27e","30S ribosomal protein S27"
1009,"rpl44e","50S ribosomal protein L44E"
1010,"-","hypothetical protein"
1011,"-","hypothetical protein"
1012,"-","hypothetical protein"
1013,"sgb","succinoglycan biosynthesis transport protein"
1014,"-","hypothetical protein"
1015,"apt","adenine phosphoribosyltransferase"
1015,"-","monovalent cation/H+ antiporter subunit D"
1015,"-","monovalent cation/H+ antiporter subunit D"
1016,"ndhG2","NADH dehydrogenase/oxidoreductase"
1016,"-","monovalent cation/H+ antiporter subunit C"
1016,"-","monovalent cation/H+ antiporter subunit B"
1016,"-","monovalent cation/H+ antiporter subunit B"
1016,"mnhG","monovalent cation/H+ antiporter subunit G"
1016,"-","monovalent cation/H+ antiporter subunit F"
1017,"-","monovalent cation/H+ antiporter subunit E"
1018,"dfp","hypothetical protein"
1019,"-","hypothetical protein"
1020,"-","hypothetical protein"
1021,"rfbU1","LPS biosynthesis protein"
1022,"ywaD","aminopeptidase"
1022,"-","hypothetical protein"
1023,"-","hypothetical protein"
1023,"-","hypothetical protein"
1024,"-","hypothetical protein"
1024,"-","hypothetical protein"
1024,"cyb","cytochrome b6"
1024,"-","hypothetical protein"
1024,"-","hypothetical protein"
1025,"-","hypothetical protein"
1026,"-","hypothetical protein"
1027,"-","hypothetical protein"
1028,"-","hypothetical protein"
1029,"nthA2","endonuclease III"
1030,"dmd","diphosphomevalonate decarboxylase"
1031,"-","hypothetical protein"
1032,"-","hypothetical protein"
1033,"-","hypothetical protein"
1034,"-","hypothetical protein"
1035,"-","hypothetical protein"
1036,"-","hypothetical protein"
1036,"-","hypothetical protein"
1037,"-","hypothetical protein"
1038,"-","hypothetical protein"
1039,"-","hypothetical protein"
1040,"yrhA","cysteine synthase"
1040,"-","hypothetical protein"
1041,"-","hypothetical protein"
1042,"ubiA","prenyltransferase"
1043,"-","hypothetical protein"
1044,"-","hypothetical protein"
1044,"-","hypothetical protein"
1045,"htr16","Htr16"
1046,"-","hypothetical protein"
1046,"-","hypothetical protein"
1047,"-","hypothetical protein"
1048,"edp","proteinase IV-like protein"
1049,"-","hypothetical protein"
1050,"yngE","propionyl-CoA carboxylase-like protein"
1051,"-","hypothetical protein"
1052,"maoC2","molybdenum cofactor biosynthesis protein"
1053,"citE","hypothetical protein"
1054,"gdhA1","glutamate dehydrogenase"
1054,"aspB2","aspartate aminotransferase"
1055,"ribH","6,7-dimethyl-8-ribityllumazine synthase"
1056,"-","hypothetical protein"
1056,"purK","phosphoribosylaminoimidazole carboxylase ATP binding subunit"
1057,"purE","hypothetical protein"
1057,"nolB","NADH dehydrogenase/oxidoreductase-like protein"
1057,"ndhG1","NADH dehydrogenase/oxidoreductase"
1057,"ndhG5","NADH dehydrogenase/oxidoreductase"
1058,"-","hypothetical protein"
1058,"ndhG4","NADH dehydrogenase/oxidoreductase"
1059,"nolD","NADH dehydrogenase/oxidoreductase-like protein"
1060,"-","NADH dehydrogenase subunit J"
1060,"-","hypothetical protein"
1060,"nolC","NADH dehydrogenase/oxidoreductase-like protein"
1060,"nuoL","F420H2:quinone oxidoreductase subunit L"
1061,"nuoM","F420H2:quinone oxidoreductase subunit M"
1062,"-","hypothetical protein"
1063,"ndhG3","NADH dehydrogenase/oxidoreductase"
1063,"-","hypothetical protein"
1064,"imd1","inosine-5'-monophosphate dehydrogenase"
1065,"-","hypothetical protein"
1065,"mcmA1","methylmalonyl-CoA mutase subunit alpha"
1066,"-","hypothetical protein"
1067,"-","hypothetical protein"
1068,"-","hypothetical protein"
1069,"coxA2","cytochrome c oxidase subunit I"
1069,"-","hypothetical protein"
1070,"-","hypothetical protein"
1071,"coxC","cytochrome c oxidase subunit III"
1072,"birL","biotin acetyl-CoA carboxylase ligase"
1073,"-","hypothetical protein"
1074,"coxB1","cytochrome c oxidase subunit II"
1074,"ctaB","heme synthase"
1074,"trp4","ABC transporter ATP-binding protein"
1074,"-","hypothetical protein"
1075,"-","hypothetical protein"
1075,"-","hypothetical protein"
1076,"-","hypothetical protein"
1076,"mcmA2","methylmalonyl-CoA mutase"
1077,"-","hypothetical protein"
1078,"-","hypothetical protein"
1078,"-","hypothetical protein"
1078,"acaB1","3-ketoacyl-CoA thiolase"
1078,"-","hypothetical protein"
1079,"acd4","acyl-CoA dehydrogenase"
1080,"fdfT","farnesyl-diphosphate farnesyltransferase"
1081,"hbd1","3-hydroxyacyl-CoA dehydrogenase"
1082,"-","hypothetical protein"
1082,"-","hypothetical protein"
1082,"fbp","fructose-1,6-bisphosphatase"
1083,"-","hypothetical protein"
1084,"-","hypothetical protein"
1084,"trp5","ABC transporter ATP-binding protein"
1085,"-","hypothetical protein"
1086,"-","hypothetical protein"
1087,"nthB","hypothetical protein"
1088,"-","hypothetical protein"
1089,"-","hypothetical protein"
1090,"yvgX","molybdenum-binding protein"
1091,"-","hypothetical protein"
1091,"-","hypothetical protein"
1092,"-","hypothetical protein"
1093,"-","hypothetical protein"
1094,"-","hypothetical protein"
1095,"-","hypothetical protein"
1096,"-","hypothetical protein"
1097,"-","hypothetical protein"
1097,"-","hypothetical protein"
1098,"-","hypothetical protein"
1099,"thiC","thiamine biosynthesis protein ThiC"
1100,"afsQ2","sensory histidine protein kinase-like protein"
1101,"-","hypothetical protein"
1102,"-","hypothetical protein"
1103,"araL","L-arabinose operon protein"
1103,"dip2","DNA damage-inducible protein"
1104,"pepQ1","peptidase"
1105,"-","hypothetical protein"
1106,"-","hypothetical protein"
1107,"-","hypothetical protein"
1108,"-","hypothetical protein"
1109,"-","hypothetical protein"
1110,"-","hypothetical protein"
1111,"-","hypothetical protein"
1112,"-","hypothetical protein"
1113,"tpc","RNA 3'-terminal-phosphate cyclase"
1114,"-","hypothetical protein"
1115,"tfbB","transcription initiation factor IIB"
1115,"hlx2","Hlx2"
1116,"kinA2","signal-transducing histidine kinase-like protein"
1117,"-","hypothetical protein"
1118,"-","hypothetical protein"
1119,"-","hypothetical protein"
1120,"-","hypothetical protein"
1121,"-","hypothetical protein"
1122,"-","hypothetical protein"
1122,"spoVR","hypothetical protein"
1123,"-","hypothetical protein"
1124,"-","hypothetical protein"
1124,"prkA","hypothetical protein"
1125,"glmS","glucosamine--fructose-6-phosphate aminotransferase"
1126,"prk","serine protein kinase"
1127,"-","hypothetical protein"
1128,"-","hypothetical protein"
1129,"galE1","UDP-glucose 4-epimerase"
1129,"ylnA","anion permease"
1130,"-","hypothetical protein"
1131,"-","tRNA 2'-O-methylase"
1131,"tfeA","transcription initiation factor IIE alpha subunit"
1131,"-","hypothetical protein"
1131,"-","hypothetical protein"
1132,"dip3","competence-damage protein CinA-like"
1133,"-","hypothetical protein"
1134,"ybjG","hypothetical protein"
1135,"lpg","LPS glycosyltransferase"
1136,"-","hypothetical protein"
1137,"-","hypothetical protein"
1138,"prp2","phosphate regulatory protein-like protein"
1138,"-","hypothetical protein"
1138,"-","hypothetical protein"
1139,"-","hypothetical protein"
1140,"aldY2","AldY2"
1141,"-","hypothetical protein"
1142,"acd2","acyl-CoA dehydrogenase"
1142,"taqD","glycerol-3-phosphate cytidyltransferase"
1143,"-","hypothetical protein"
1143,"-","hypothetical protein"
1143,"-","hypothetical protein"
1144,"-","hypothetical protein"
1145,"-","hypothetical protein"
