"Operon_ID","Gene","Product"
476,"ylbP","hypothetical protein"
477,"ylbQ","2-dehydropantoate 2-reductase"
478,"yllA","nucleoid associated protein"
479,"yllB","cell division protein MraZ"
479,"mraW","S-adenosyl-methyltransferase"
479,"ftsL","cell-division protein"
480,"pbpB","penicillin-binding protein 2B"
481,"spoVD","penicillin-binding protein"
482,"gerD","lipoprotein"
483,"murE","UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase"
483,"mraY","phospho-N-acetylmuramoyl-pentapeptide-transferase"
484,"murD","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase"
484,"spoVE","factor for spore cortex peptidoglycan synthesis (stage V sporulation)"
485,"guaB","inosine 5'-monophosphate dehydrogenase"
485,"murG","UDP diphospho-muramoyl pentapeptide beta-N acetylglucosaminyl transferase"
486,"kbaA","hypothetical protein"
487,"murB","UDP-N-acetylenolpyruvoylglucosamine reductase"
487,"divIB","cell-division initiation protein"
487,"ylxW","hypothetical protein"
487,"ylxX","hypothetical protein"
488,"sbp","hypothetical protein"
489,"ftsA","cell-division protein essential fo Z-ring assembly"
490,"ybaN","polysaccharide deacetylase"
491,"ftsZ","cell division protein FtsZ"
492,"bpr","bacillopeptidase F"
493,"spoIIGA","protease processing pro-sigma-E"
494,"sigE","sporulation sigma factor SigE"
495,"sigG","sporulation sigma factor SigG"
496,"ylmA","ABC transporter ATP-binding protein"
497,"ylmB","acetylornithine deacetylase"
498,"ylmC","hypothetical protein"
498,"ylmD","hypothetical protein"
498,"ylmE","hypothetical protein"
498,"sepF","cell division machinery factor"
499,"ylmG","shape determination protein"
500,"ylmH","hypothetical protein"
501,"divIVA","cell-division initiation protein"
502,"ileS","isoleucyl-tRNA synthetase"
503,"ylyA","hypothetical protein"
503,"lspA","lipoprotein signal peptidase"
504,"rluD","pseudouridylate synthase"
505,"pyrR","bifunctional pyrimidine regulatory protein PyrR/uracil phosphoribosyltransferase"
506,"pyrP","uracil permease"
506,"pyrB","aspartate carbamoyltransferase"
506,"pyrC","dihydroorotase"
506,"pyrAA","carbamoyl phosphate synthase small subunit"
506,"carB","carbamoyl phosphate synthase large subunit"
506,"pyrK","dihydroorotate dehydrogenase electron transfer subunit"
506,"pyrD","dihydroorotate dehydrogenase 1B"
506,"pyrF","orotidine 5'-phosphate decarboxylase"
507,"pyrE","orotate phosphoribosyltransferase"
507,"cysH","(phospho)adenosine phosphosulfate reductase"
507,"cysP","sulfate permease"
507,"sat","sulfate adenylyltransferase"
508,"cysC","adenylylsulfate kinase"
508,"sumT","uroporphyrinogen III and precorrin-1 C-methyltransferase"
508,"sirB","sirohydrochlorin ferrochelatase"
509,"sirC","precorrin-2 dehydrogenase"
510,"yloA","persistent RNA/DNA binding protein"
511,"yloB","P-type calcium transport ATPase"
512,"yloC","hypothetical protein"
512,"ylzA","hypothetical protein"
512,"gmk","guanylate kinase"
513,"rpoZ","DNA-directed RNA polymerase subunit omega"
513,"coaBC","coenzyme A biosynthesis bifunctional phosphopantothenoylcysteine synthetase/decarboxylase"
513,"priA","primosome assembly protein PriA"
513,"def","peptide deformylase"
513,"fmt","methionyl-tRNA formyltransferase"
513,"rsmB","RNA-binding Sun protein"
513,"yloN","ribosomal RNA large subunit methyltransferase N"
513,"prpC","phosphorylated protein phosphatase"
513,"prkC","protein kinase"
513,"yloQ","ribosome-associated GTPase"
514,"rpe","ribulose-phosphate 3-epimerase"
515,"thiN","thiamine pyrophosphokinase"
516,"spoVM","stage V sporulation protein M"
517,"rpmB","50S ribosomal protein L28"
517,"yloU","hypothetical protein"
518,"yloV","dihydroxyacetone/glyceraldehyde kinase"
518,"sdaAB","L-serine dehydratase subunit beta"
518,"sdaAA","L-serine dehydratase subunit alpha"
519,"recG","ATP-dependent DNA helicase RecG"
519,"ylpC","fatty acid biosynthesis transcriptional regulator"
519,"plsX","glycerol-3-phosphate acyltransferase PlsX"
519,"fabD","malonyl CoA-ACP transacylase"
520,"fabG","beta-ketoacyl-acyl carrier protein reductase"
521,"acpP","acyl carrier protein"
522,"rnc","ribonuclease III"
522,"smc","chromosome condensation and segregation SMC ATPase"
523,"ftsY","signal recognition particle protein"
524,"ylqB","hypothetical protein"
524,"ylxM","DNA-binding protein"
525,"ffh","signal recognition particle-like (SRP) GTPase"
525,"rpsP","30S ribosomal protein S16"
526,"ylqC","RNA binding protein"
526,"ylqD","hypothetical protein"
526,"rimM","16S rRNA-processing protein RimM"
527,"trmD","tRNA (guanine-N(1)-)-methyltransferase"
528,"rplS","50S ribosomal protein L19"
529,"rbgA","ribosomal biogenesis GTPase"
529,"rnhB","ribonuclease HII"
529,"ylqG","glycosyltransferase"
530,"ylqH","flagellar biosynthesis protein"
530,"sucC","succinyl-CoA synthetase subunit beta"
531,"sucD","succinyl-CoA synthetase subunit alpha"
532,"dprA","DNA processing Smf single strand binding protein"
533,"topA","DNA topoisomerase I"
534,"gid","tRNA (uracil-5-)-methyltransferase Gid"
534,"xerC","site-specific tyrosine recombinase XerC"
534,"clpQ","ATP-dependent protease peptidase subunit"
534,"hslU","ATP-dependent protease ATP-binding subunit HslU"
535,"codY","transcriptional repressor CodY"
535,"flgB","flagellar basal-body rod protein FlgB"
535,"flgC","flagellar basal body rod protein FlgC"
535,"fliE","flagellar hook-basal body protein FliE"
535,"fliF","flagellar MS-ring protein"
536,"fliG","flagellar motor switch protein G"
536,"fliH","flagellar assembly protein H"
536,"fliI","flagellum-specific ATP synthase"
536,"fliJ","flagellar biosynthesis chaperone"
536,"ylxF","kinesin-like protein"
536,"fliK","flagellar hook-length control protein"
536,"flgD","flagellar basal body rod modification protein"
536,"flgG","flagellar basal body rod protein FlgG"
536,"ylzI","flagellar protein"
536,"fliL","flagellar basal body protein FliL"
536,"fliM","flagellar motor switch protein FliM"
536,"fliY","flagellar motor switch protein"
536,"cheY","regulator of chemotaxis and motility"
536,"fliZ","flagella biosynthesis protein FliZ"
536,"fliP","flagellar biosynthesis protein FliP"
536,"fliQ","flagellar biosynthesis protein FliQ"
536,"fliR","flagellar biosynthesis protein FliR"
536,"flhB","flagellar biosynthesis protein FlhB"
536,"flhA","flagellar biosynthesis protein FlhA"
536,"flhF","flagellar biosynthesis regulator FlhF"
536,"ylxH","flagellar assembly machinery protein"
536,"cheB","chemotaxis-specific methylesterase"
536,"cheA","chemotactic two-component sensor histidine kinase"
536,"cheW","modulation of CheA activity in response to attractants (chemotaxis)"
536,"cheC","signal terminating phosphatase"
536,"cheD","sequence specific deamidase"
536,"sigD","RNA polymerase sigma factor SigD"
537,"ylxL","coupling factor for flagellin transcription and translation"
538,"rpsB","30S ribosomal protein S2"
539,"tsf","elongation factor Ts"
539,"pyrH","uridylate kinase"
540,"frr","ribosome recycling factor"
540,"uppS","undecaprenyl pyrophosphate synthase"
541,"cdsA","phosphatidate cytidylyltransferase"
541,"dxr","1-deoxy-D-xylulose 5-phosphate reductoisomerase"
541,"rseP","inner membrane zinc metalloprotease"
542,"proS","prolyl-tRNA synthetase"
543,"polC","DNA polymerase III PolC"
543,"ylxS","hypothetical protein"
543,"nusA","transcription elongation factor NusA"
543,"ylxR","RNA binding protein; new fold"
543,"ylxQ","hypothetical protein"
543,"infB","translation initiation factor IF-2"
543,"ylxP","hypothetical protein"
544,"rbfA","ribosome-binding factor A"
544,"truB","tRNA pseudouridine synthase B"
545,"ribC","bifunctional riboflavin kinase/FMN adenylyltransferase"
546,"rpsO","30S ribosomal protein S15"
547,"pnpA","polynucleotide phosphorylase"
547,"ylxY","sugar deacetylase"
548,"mlpA","specific processing protease"
549,"ymxH","hypothetical protein"
549,"spoVFA","dipicolinate synthase subunit A"
550,"spoVFB","dipicolinate synthase subunit B"
551,"asd","aspartate-semialdehyde dehydrogenase"
551,"dapG","aspartate kinase"
552,"dapA","dihydrodipicolinate synthase"
553,"rnjB","ribonuclease J2"
553,"tepA","protein export-enhancing factor"
554,"ylzJ","hypothetical protein"
554,"spoIIIE","spore DNA translocase"
555,"dacA","D-alanyl-D-alanine carboxypeptidase"
556,"ymfC","GntR family transcriptional regulator"
557,"ymfD","multidrug resistance protein"
557,"ymfF","metalloprotease"
558,"ymfH","processing protease"
559,"fabG","3-ketoacyl-ACP reductase"
560,"ymfJ","hypothetical protein"
561,"ymfM","hypothetical protein"
561,"pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"
562,"cinA","competence damage-inducible protein A"
563,"recA","recombinase A"
564,"pbpX","penicillin-binding endopeptidase X"
565,"ymdA","phosphodiesterase"
566,"ymdB","hypothetical protein"
567,"spoVS","stage V sporulation protein"
567,"tdh","L-threonine 3-dehydrogenase"
568,"ybaR","permease"
569,"kbl","2-amino-3-ketobutyrate CoA ligase"
569,"ymcB","(dimethylallyl)adenosine tRNA methylthiotransferase"
570,"ymcA","master regulator for biofilm formation"
571,"cotE","morphogenic spore protein"
571,"mutS","DNA mismatch repair protein MutS"
572,"mutL","DNA mismatch repair protein"
573,"ymzD","hypothetical protein"
574,"ymcC","hypothetical protein"
575,"pksA","transcriptional regulator"
576,"pksB","hydrolase"
577,"pksC","malonyl CoA-ACP transacylase"
577,"pksD","polyketide synthase"
577,"pksE","polyketide synthase"
578,"ybaS","sodium dependent transporter"
578,"acpK","acyl carrier protein"
578,"pksF","polyketide beta-ketoacyl:acyl carrier protein synthase"
578,"pksG","acetyl-S-AcpK beta-ketothioester polyketide intermediate transferase"
578,"pksH","polyketide biosynthesis enoyl-CoA hydratase"
578,"pksI","polyketide biosynthesis enoyl-CoA hydratase"
579,"pksJ","polyketide synthase"
579,"ybbA","iron-chelator esterase"
580,"feuC","iron-uptake protein"
581,"pksL","polyketide synthase"
582,"feuB","iron-uptake protein"
583,"pksM","polyketide synthase"
584,"feuA","iron hydroxamate-binding lipoprotein"
585,"ybbB","AraC family transcriptional regulator"
585,"pksN","polyketide synthase"
586,"pksR","polyketide synthase"
587,"ybbC","hypothetical protein"
588,"pksS","cytochrome P450"
589,"ymzB","hypothetical protein"
590,"ymaE","hydrolase"
591,"aprX","alkaline serine protease"
592,"ymaC","replication protein"
593,"ymaD","peroxiredoxin-like protein"
594,"ybbD","beta-hexosaminidase"
594,"ebrB","small multidrug efflux transporter"
595,"ebrA","small multidrug resistance efflux transporter"
596,"ymaG","cell wall associated protein"
597,"ymaF","hypothetical protein"
597,"miaA","tRNA delta(2)-isopentenylpyrophosphate transferase"
598,"hfq","RNA-binding protein Hfq"
599,"ymzC","hypothetical protein"
600,"ymzA","hypothetical protein"
600,"nrdI","ribonucleotide reductase stimulatory protein"
600,"nrdE","ribonucleotide-diphosphate reductase subunit alpha"
601,"nrdF","ribonucleotide-diphosphate reductase subunit beta"
602,"ymaB","hypothetical protein"
603,"cwlC","N-acetylmuramoyl-L-alanine amidase"
604,"spoVK","mother cell sporulation ATPase"
604,"ynbA","GTP-binding protein protease modulator"
605,"ynbB","C-S lyase"
606,"glnR","nitrogen metabolism transcriptional regulator"
607,"glnA","glutamine synthetase"
608,"ynxB","hypothetical protein"
609,"ynzF","hypothetical protein"
610,"ynzG","hypothetical protein"
611,"ynaB","hypothetical protein"
612,"ynaC","hypothetical protein"
613,"ynaD","N-acetyltransferase"
614,"ybbE","hypothetical protein"
615,"ynaE","hypothetical protein"
615,"ynaF","hypothetical protein"
616,"ynaG","hypothetical protein"
617,"ynzI","hypothetical protein"
618,"ynaI","hypothetical protein"
618,"xynP","H+-xyloside symporter"
619,"xynB","xylan 1,4-beta-xylosidase"
620,"xylR","transcriptional regulator"
621,"xylA","xylose isomerase"
622,"xylB","xylulose kinase"
623,"yncB","DNA nuclease, lipoprotein"
624,"yncC","sugar transporter"
625,"ybbF","sugar phosphotransferase enzyme II"
626,"alrB","alanine racemase"
626,"yncE","prophage protein"
627,"yncF","deoxyuridine 5'-triphosphate pyrophosphatase"
628,"cotU","spore coat protein"
629,"thyA","thymidylate synthase"
630,"yncM","hypothetical protein"
631,"ynzK","hypothetical protein"
632,"cotC","spore coat protein"
633,"tatAC","twin-arginine pre-protein translocation pathway protein"
633,"yndA","hypothetical protein"
634,"yaaD","pyridoxal biosynthesis lyase PdxS"
635,"yndB","hypothetical protein"
636,"ynzB","hypothetical protein"
636,"yndD","spore germination protein"
636,"yndE","spore germination integral inner membrane protein"
637,"yndF","spore germination lipoprotein"
638,"yndG","hypothetical protein"
639,"ybbH","transcriptional regulator"
639,"yndH","hypothetical protein"
639,"yndJ","hypothetical protein"
640,"yndK","phage/plasmid replication protein"
641,"yndL","replication protein"
642,"yndM","hypothetical protein"
643,"yndN","fosfomycin resistance protein FosB"
644,"lexA","LexA repressor"
644,"yneA","cell division suppressor protein YneA"
645,"yneB","cell division protein"
646,"ynzC","hypothetical protein"
647,"tkt","transketolase"
648,"murQ","N-acetylmuramic acid 6-phosphate etherase"
649,"yneE","hypothetical protein"
650,"yneF","hypothetical protein"
651,"ynzD","Spo0A-P phosphatase"
652,"ccdA","cytochrome c-type biogenesis protein CcdA"
653,"yneI","response regulator"
654,"yneJ","hypothetical protein"
655,"yneK","hypothetical protein"
656,"cotM","spore coat protein"
656,"sspP","acid-soluble spore protein P"
657,"sspO","acid-soluble spore protein O"
658,"citB","aconitate hydratase"
659,"yneN","membrane-bound proteins with a thioredoxin-like domain"
660,"ynzL","hypothetical protein"
660,"sspN","acid-soluble spore protein N"
661,"tlp","small acid-soluble spore protein Tlp"
662,"ybbJ","acyltransferase"
662,"yneP","acyl-CoA thioesterase"
663,"yneQ","hypothetical protein"
664,"yneR","hypothetical protein"
665,"yneS","glycerol-3-phosphate acyltransferase PlsY"
666,"yneT","CoA-binding protein"
666,"parE","DNA topoisomerase IV subunit B"
667,"parC","DNA topoisomerase IV subunit A"
668,"ybbK","hypothetical protein"
669,"ynfC","hypothetical protein"
669,"alsT","amino acid carrier protein"
670,"dnaN","DNA polymerase III subunit beta"
671,"eglS","endo-1,4-beta-glucanase"
672,"ynfE","hypothetical protein"
673,"xynC","endo-xylanase"
674,"xynD","endo-1,4-beta-xylanase"
674,"yngA","hypothetical protein"
675,"yngB","UTP-glucose-1-phosphate uridylyltransferase"
676,"yngC","hypothetical protein"
677,"yngD","ribonuclease"
678,"sigW","RNA polymerase sigma factor SigW"
678,"yngE","propionyl-CoA carboxylase"
678,"yngF","enoyl-CoA hydratase"
678,"yngG","hydroxymethylglutaryl-CoA lyase"
678,"yngHB","acetyl-CoA carboxylase biotin carboxyl carrier protein subunit"
679,"yngH","acetyl-CoA carboxylase biotin carboxylase subunit"
680,"rsiW","anti-sigma(W) factor"
680,"yngI","AMP-binding protein"
681,"yngJ","acyl-CoA dehydrogenase"
682,"ynzE","hypothetical protein"
683,"yngK","hypothetical protein"
684,"yngL","hypothetical protein"
685,"ppsE","plipastatin synthetase"
686,"ybbP","hypothetical protein"
687,"ppsD","plipastatin synthetase"
688,"ybbR","hypothetical protein"
688,"ppsC","plipastatin synthetase"
689,"ppsB","plipastatin synthetase"
690,"glmM","phosphoglucosamine mutase"
691,"ppsA","plipastatin synthetase"
692,"yaaE","glutamine amidotransferase subunit PdxT"
692,"dacC","D-alanyl-D-alanine carboxypeptidase"
693,"yoxA","epimerase"
694,"yoeA","efflux transporter"
694,"iseA","inhibitor of cell-separation enzymes"
695,"glmS","glucosamine--fructose-6-phosphate aminotransferase"
696,"yoeC","bacteriophage integrase"
697,"yoeD","excisionase"
698,"ggt","membrane bound gamma-glutamyltranspeptidase"
699,"ftsR","LysR family transcriptional regulator"
700,"yogA","oxidoreductase"
700,"gltD","glutamate synthase subunit beta"
701,"gltA","glutamate synthase large subunit"
702,"gltC","LysR family transcriptional regulator"
702,"proJ","gamma-glutamyl kinase"
703,"proH","pyrroline-5-carboxylate reductase"
704,"rtp","replication terminator protein"
705,"fabG","3-ketoacyl-ACP reductase"
706,"yoxC","hypothetical protein"
706,"yoxB","hypothetical protein"
707,"yoaA","N-acetyltransferase"
708,"yoaB","negatively charged metabolite transporter"
708,"yoaC","hydroxylated metabolite kinase"
709,"yoaD","2-hydroxyacid dehydrogenase"
710,"yoaE","molybdopterin cofactor oxido-reductase"
711,"alkA","DNA-3-methyladenine glycosylase"
712,"yoaF","hypothetical protein"
713,"yoaG","permease"
714,"yozQ","hypothetical protein"
715,"yoaH","methyl-accepting chemotaxis protein"
716,"yoaI","4-hydroxyphenylacetate-3-hydroxylase"
717,"exlX","extracellular endoglucanase precursor (expansin)"
718,"yoaK","hypothetical protein"
719,"pelB","pectin lyase"
720,"yoaM","hypothetical protein"
721,"yozS","permease"
722,"adaA","bifunctional methylphosphotriester-DNA alkyltransferase/transcriptional regulator"
723,"yoaN","oxalate decarboxylase"
724,"yoaO","hypothetical protein"
725,"yoaP","hypothetical protein"
726,"yoaQ","hypothetical protein"
727,"yozT","hypothetical protein"
728,"yozF","lipoprotein"
729,"yoaR","factor for cell wall maintenance or synthesis"
729,"yoaS","hypothetical protein"
730,"adaB","O6-methylguanine-DNA methyltransferase"
731,"yozG","transcriptional regulator"
732,"yoaT","hypothetical protein"
733,"yoaU","LysR family transcriptional regulator"
734,"cyeA","cysteine and O-acetyl serine efflux permease"
735,"yoaW","biofilm forming exported protein"
736,"yoaZ","factor of the oxidative stress response"
737,"penP","beta-lactamase"
738,"yobA","hypothetical protein"
739,"yobB","transcriptional regulator"
740,"pps","phosphoenolpyruvate synthase"
741,"ndhF","NADH dehydrogenase subunit 5"
742,"xynA","endo-1,4-beta-xylanase"
743,"yozV","hypothetical protein"
744,"yobD","XRE family transcriptional regulator"
745,"yozH","hypothetical protein"
746,"yozI","hypothetical protein"
747,"yobE","hypothetical protein"
748,"yobF","hypothetical protein"
749,"yozW","hypothetical protein"
750,"yozX","hypothetical protein"
751,"yozJ","hypothetical protein"
752,"yozY","transcriptional regulator"
752,"rapK","response regulator aspartate phosphatase"
753,"phrK","secreted regulator of the activity of phosphatase RapK"
753,"yobH","DNA repair protein"
753,"yozK","DNA repair protein fragment"
754,"yozL","hypothetical protein"
755,"yozM","bacteriophage protein"
756,"yobI","NTPase with transmembrane helices"
757,"ybcC","hypothetical protein"
758,"yobJ","hypothetical protein"
758,"yobK","hypothetical protein"
759,"yobL","phage DNA manipulating enzyme"
760,"yobM","hypothetical protein"
761,"yobN","amine oxidase"
762,"yobO","pre-neck appendage protein"
763,"csaA","molecular chaperone"
763,"yobQ","AraC family transcriptional regulator"
764,"yobR","acetyltransferase"
764,"yobS","transcriptional regulator"
765,"yobT","metal-dependent hydrolase"
766,"yobU","effector of transcriptional regulator"
767,"yobV","transcriptional regulator"
768,"yobW","mother cell-specific membrane sporulation protein"
769,"czrA","ArsR family transcriptional regulator"
770,"yocA","transposon-like lytic enzyme"
771,"yozB","hypothetical protein"
772,"yocB","hypothetical protein"
772,"yocC","hypothetical protein"
773,"serS","seryl-tRNA synthetase"
774,"yocD","carboxypeptidase"
775,"des","fatty acid desaturase"
775,"desK","two-component sensor histidine kinase DesR"
776,"desR","two-component response regulator DesK"
777,"yocH","cell wall-binding protein"
778,"yocI","ATP-dependent nucleic acid helicase"
779,"ybcF","carbonic anhydrase"
780,"yocJ","azoreductase"
781,"yocK","general stress protein"
782,"yocL","hypothetical protein"
783,"yoyB","hypothetical protein"
784,"yocM","spore coat protein"
784,"yozN","hypothetical protein"
785,"yocN","hypothetical protein"
786,"yozO","hypothetical protein"
787,"yozC","hypothetical protein"
788,"dhaS","aldehyde dehydrogenase"
788,"sqhC","squalene-hopene cyclase"
789,"ybcH","hypothetical protein"
790,"sodF","superoxide dismutase"
791,"yocR","sodium-dependent transporter"
792,"ybcI","hypothetical protein"
793,"yocS","sodium-dependent transporter"
793,"odhB","dihydrolipoamide succinyltransferase"
794,"sucA","2-oxoglutarate dehydrogenase E1"
794,"yojO","activator of nitric oxide reductase"
795,"yojN","nitric-oxide reductase"
796,"ybzH","ArsR family transcriptional regulator"
797,"sodC","superoxide dismutase (exported lipoprotein)"
798,"cwlS","peptidoglycan hydrolase"
799,"yojK","glycosyltransferase"
800,"yojJ","hypothetical protein"
801,"ybcL","efflux transporter"
801,"yojI","multidrug efflux protein"
802,"rsbRC","piezosome protein"
802,"yojG","deacetylase"
802,"yojF","hypothetical protein"
803,"yoyC","hypothetical protein"
804,"yojE","hypothetical protein"
805,"gerT","spore coat protein"
806,"yojB","hypothetical protein"
807,"yojA","H+/anion permease"
808,"yodA","tautomerase"
809,"yodB","transcriptional repressor"
810,"yodC","oxidoreductase"
810,"yodD","hydrolase"
811,"yodE","lyase/dioxygenase"
811,"yoyD","hypothetical protein"
811,"yodF","Na+/metabolite permease"
812,"ybcM","hypothetical protein"
813,"ctpA","carboxy-terminal processing protease"
814,"yodH","S-adenosylmethionine-dependent methyltransferase"
815,"yodI","hypothetical protein"
816,"yodJ","D-alanyl-D-alanine carboxypeptidase"
817,"deoD","purine nucleoside phosphorylase"
818,"yoyE","hypothetical protein"
819,"yodL","hypothetical protein"
820,"yodM","phospholipid phosphatase"
821,"yozD","hypothetical protein"
822,"yoyF","hypothetical protein"
823,"yodN","hypothetical protein"
824,"yozE","hypothetical protein"
825,"yokU","hypothetical protein"
826,"skfA","sporulation killing factor A"
826,"kamA","lysine 2,3-aminomutase"
826,"yodP","acetyltransferase"
827,"yodQ","acetylornithine deacetylase"
828,"skfB","synthesis of sporulation killing factor A"
828,"yodR","acyloate-acetoacetate CoA-transferase"
828,"yodS","aminoacyloate CoA-transferase"
829,"yodT","hypothetical protein"
830,"yoyG","hypothetical protein"
830,"cgeE","spore coat maturation protein"
831,"cgeD","spore coat maturation protein"
832,"cgeC","spore coat maturation protein"
832,"cgeA","spore outermost layer component"
833,"cgeB","spore coat maturation protein"
834,"phy","phytase"
834,"yotN","hypothetical protein"
835,"yotM","hypothetical protein"
836,"yotL","hypothetical protein"
837,"yotK","hypothetical protein"
838,"yotJ","hypothetical protein"
839,"yotI","hypothetical protein"
840,"skfC","sporulation killing factor biosynthesis and export"
840,"yotH","hypothetical protein"
840,"yotG","hypothetical protein"
840,"yotF","hypothetical protein"
840,"yotE","hypothetical protein"
840,"yotD","hypothetical protein"
840,"yotC","hypothetical protein"
841,"yotB","metallo-dependent hydrolase"
842,"sspC","small acid-soluble spore protein"
843,"yosX","hypothetical protein"
844,"yosW","hypothetical protein"
844,"yosV","hypothetical protein"
845,"yojW","hypothetical protein"
846,"yosU","hypothetical protein"
847,"yosT","hypothetical protein"
847,"yosS","SPbeta phage deoxyuridine 5'-triphosphate nucleotidohydrolase"
847,"yosR","thiol disulfide oxidoreductase"
847,"nrdF","ribonucleotide-diphosphate reductase subunit beta"
848,"yosQ","SPbeta phage endodeoxyribonuclease"
848,"nrdEB","SPbeta phage ribonucleoside-diphosphate reductase subunit alpha"
848,"nrdI","ribonucleotide reductase stimulatory protein"
849,"yosL","hypothetical protein"
849,"yosK","hypothetical protein"
849,"yosJ","hypothetical protein"
849,"yosI","hypothetical protein"
850,"yosH","hypothetical protein"
850,"yosG","cell wall hydrolase"
850,"yosF","hypothetical protein"
850,"yosE","hypothetical protein"
850,"yosD","hypothetical protein"
851,"yosC","hypothetical protein"
852,"skfE","sporulation killing factor biosynthesis and export; ABC transporter binding protein"
853,"yosB","hypothetical protein"
854,"yosA","hypothetical protein"
855,"yorZ","hypothetical protein"
855,"yorY","hypothetical protein"
855,"yorX","hypothetical protein"
855,"yorW","hypothetical protein"
855,"yorV","nucleic acid binding protein"
855,"mtbP","DNA (cytosine-5-)-methyltransferase"
855,"yorT","hypothetical protein"
855,"yorS","hypothetical protein"
855,"yorR","nucleotide kinase"
855,"yorQ","hypothetical protein"
855,"yorP","hypothetical protein"
855,"yorO","hypothetical protein"
856,"yorN","hypothetical protein"
856,"yorM","hypothetical protein"
857,"yorL","DNA polymerase"
858,"skfF","sporulation killing factor biosynthesis and export; ABC transporter permease"
858,"yorK","ssDNA-binding protein"
858,"yorJ","hypothetical protein"
858,"yorI","replicative DNA helicase"
858,"yorH","hypothetical protein"
859,"yorG","hypothetical protein"
859,"yorF","hypothetical protein"
860,"yorE","hypothetical protein"
861,"yorD","hypothetical protein"
862,"yorC","hypothetical protein"
863,"yorB","hypothetical protein"
863,"yorA","capsid protein"
864,"yoqZ","hypothetical protein"
865,"skfG","sporulation killing factor biosynthesis and export"
866,"yoqY","hypothetical protein"
867,"yoqX","SPbeta phage protein"
868,"yoqW","hypothetical protein"
869,"ligB","ATP-dependent DNA ligase"
870,"yoqU","hypothetical protein"
871,"yoqT","hypothetical protein"
871,"yoqS","hypothetical protein"
871,"yoqR","hypothetical protein"
872,"yoqP","hypothetical protein"
873,"yoqO","hypothetical protein"
874,"yoqN","hypothetical protein"
874,"yoqM","membrane bound protein"
875,"skfH","sporulation killing factor"
875,"yoqL","endonuclease"
875,"yoqK","hypothetical protein"
876,"yoqJ","hypothetical protein"
876,"yoqI","hypothetical protein"
877,"yoqH","hypothetical protein"
877,"yoqG","hypothetical protein"
877,"yoqF","hypothetical protein"
878,"yoqE","hypothetical protein"
878,"yoqD","DNA-binding protein anti-repressor"
878,"yoqC","nucleotide-binding protein"
878,"yoqB","hypothetical protein"
878,"yoqA","hypothetical protein"
878,"yopZ","hypothetical protein"
878,"yopY","hypothetical protein"
878,"yopX","hypothetical protein"
879,"yopW","hypothetical protein"
880,"ybdG","hydrolase"
881,"yopV","hypothetical protein"
882,"yopU","hypothetical protein"
883,"yopT","hypothetical protein"
884,"yopS","transcriptional regulator"
884,"yopR","integrase"
885,"yopQ","hypothetical protein"
885,"yopP","phage integrase"
885,"yopO","transcriptional regulator"
885,"yopN","hypothetical protein"
886,"yopM","hypothetical protein"
886,"yopL","hypothetical protein"
887,"yopK","hypothetical protein"
887,"yopJ","nucleotide binding protein"
887,"yopI","hypothetical protein"
887,"yopH","hypothetical protein"
887,"yopG","hypothetical protein"
887,"yopF","hypothetical protein"
888,"yopE","hypothetical protein"
888,"yoyH","hypothetical protein"
889,"ybdJ","two-component response regulator YbdK"
890,"yoyI","hypothetical protein"
891,"yopD","hypothetical protein"
892,"yopC","hypothetical protein"
893,"yopB","transcriptional regulator"
894,"yopA","methyltransferase"
895,"yonX","hypothetical protein"
896,"yonV","hypothetical protein"
897,"yonU","hypothetical protein"
898,"ybdK","two-component sensor histidine kinase YbdJ"
898,"yoyJ","hypothetical protein"
899,"yonT","hypothetical protein"
900,"yonS","glycosyl hydrolase lipoprotein"
901,"yonR","XRE family transcriptional regulator"
901,"yonP","hypothetical protein"
902,"yonO","hypothetical protein"
903,"yonN","HU-related DNA-binding protein"
903,"yonK","hypothetical protein"
904,"yonJ","hypothetical protein"
905,"yonI","hypothetical protein"
905,"yonH","capsid protein"
906,"ybzI","hypothetical protein"
906,"yonG","hypothetical protein"
907,"yonF","prophage terminase ATP subunit"
908,"ybdM","protein kinase"
908,"yonE","hypothetical protein"
908,"yonD","hypothetical protein"
908,"yonC","hypothetical protein"
908,"yonB","hypothetical protein"
908,"yonA","hypothetical protein"
908,"yomZ","hypothetical protein"
908,"yomY","hypothetical protein"
908,"yomX","hypothetical protein"
908,"yomW","hypothetical protein"
908,"yomV","hypothetical protein"
909,"yomU","hypothetical protein"
910,"ybdN","hypothetical protein"
910,"youA","hypothetical protein"
911,"yomT","hypothetical protein"
911,"yomS","lytic exoenzyme"
911,"yomR","hypothetical protein"
911,"yomQ","hypothetical protein"
912,"yomP","hypothetical protein"
912,"yomO","hypothetical protein"
912,"yomN","hypothetical protein"
913,"yomM","integrase"
914,"yozP","hypothetical protein"
914,"yomL","hypothetical protein"
915,"youB","hypothetical protein"
916,"yomK","hypothetical protein"
917,"yomJ","phage immunity protein"
918,"yomI","lytic transglycosylase"
919,"dck","deoxyadenosine/deoxycytidine kinase"
920,"ybdO","hypothetical protein"
920,"yomH","hypothetical protein"
920,"yomG","hypothetical protein"
