"protein","clustering_coefficient"
"INSIG1",0.314285714285714
"INSIG2",0.153409090909091
"INSL3",NA
"INSM1",0.2
"INSM2",NA
"INSR",0.114102564102564
"INTS1",0.284090909090909
"INTS10",0.532163742690059
"INTS3",0.295238095238095
"INTS5",0.25668449197861
"INTS6",0.277777777777778
"INVS",0.5
"IP6K1",0.333333333333333
"IPCEF1",0
"IPO11",0.238095238095238
"IPO13",0.131868131868132
"IPO4",0.171428571428571
"IPO5",0.10952380952381
"IPO8",0.277777777777778
"IQCB1",0.333333333333333
"IQCG",1
"IQGAP1",0.110769230769231
"IQGAP2",0.25
"IRAK1",0.105950653120464
"IRAK2",0.142528735632184
"IRAK3",1
"IRAK4",0.245614035087719
"IRE1",NA
"IREB2",0.333333333333333
"IRF1",0.205882352941176
"IRF2",0.0714285714285714
"IRF2BP1",0.333333333333333
"IRF3",0.239766081871345
"IRF4",0.0714285714285714
"IRF5",0.154150197628458
"IRF6",0.0555555555555556
"IRF7",0.115942028985507
"IRF8",0.178947368421053
"IRF9",0.0955882352941176
"IRS1",0.170512820512821
"IRS2",0.261904761904762
"IRS4",0.163398692810458
"IRX4",1
"ISG15",0.147058823529412
"ISL1",0.0888888888888889
"ISL2",0.333333333333333
"ISOC2",1
"IST1",0.533333333333333
"ISY1",1
"ISYNA1",1
"ITCH",0.0590717299578059
"ITGA1",0
"ITGA10",NA
"ITGA2",0.25
"ITGA2B",0
"ITGA3",0.254545454545455
"ITGA4",0.4
"ITGA5",0.153846153846154
"ITGA6",0.214285714285714
"ITGA7",0.5
"ITGA8",0.333333333333333
"ITGAD",0
"ITGAE",0
"ITGAL",0.4
"ITGAM",0
"ITGAV",0.111111111111111
"ITGB1",0.0789779326364692
"ITGB1BP1",0
"ITGB2",0.104761904761905
"ITGB3",0.0857142857142857
"ITGB3BP",0.0526315789473684
"ITGB4",0.2
"ITGB5",0.181818181818182
"ITGB7",0.3
"ITIH2",0
"ITK",0.333333333333333
"ITM2B",0.666666666666667
"ITPK1",NA
"ITPKB",NA
"ITPR1",0.108374384236453
"ITPR3",0.348484848484849
"ITSN1",0.0306198655713219
"ITSN2",0.0363963963963964
"IVL",0.8
"IVNS1ABP",0.333333333333333
"IWS1",0.666666666666667
"Ifi204",NA
"Igbp1",1
"Igfbp7",0
"Ikbip",0
"Ikbkb",0.333333333333333
"Ikbkg",0.666666666666667
"Il1r2",NA
"Il1rap",NA
"Il6st",1
"Incenp",0.466666666666667
"Irs1",NA
"Itpr2",NA
"Itpr3",NA
"Itsn1",NA
"Itsn2",0.363636363636364
"JAG1",0.214285714285714
"JAG2",0.133333333333333
"JAK1",0.101449275362319
"JAK2",0.119855269109
"JAK3",0.117647058823529
"JAKMIP2",NA
"JAM2",0
"JAM3",0.333333333333333
"JARID2",0.333333333333333
"JDP2",0.285714285714286
"JKAMP",0.533333333333333
"JMJD6",0.0849673202614379
"JOSD1",0.666666666666667
"JOSD2",0.19047619047619
"JTB",NA
"JUN",0.0893311221669431
"JUNB",0.261437908496732
"JUND",0.235294117647059
"JUP",0.101219512195122
"Jak2",NA
"Jdp2",NA
"K8",1
"KAL1",NA
"KALRN",0.111111111111111
"KAP104",0
"KAR2",NA
"KARS",0.19047619047619
"KAT2A",0.0995670995670996
"KAT2B",0.0687936191425723
"KAT5",0.0540924734400718
"KAT6A",0.294372294372294
"KAT6B",0.428571428571429
"KAT7",0.0633484162895928
"KAT8",0.128205128205128
"KATNA1",0.5
"KATNB1",1
"KAZN",1
"KBTBD10",0.666666666666667
"KBTBD13",1
"KBTBD7",0.0645645645645646
"KCNA1",0.533333333333333
"KCNA2",0.141025641025641
"KCNA3",0.666666666666667
"KCNA4",0.222222222222222
"KCNA5",0.666666666666667
"KCNB1",0
"KCNC1",0
"KCNC2",NA
"KCND2",0
"KCNE1",0
"KCNE3",0
"KCNF1",0
"KCNG2",NA
"KCNH1",0
"KCNH2",0.266666666666667
"KCNIP3",0.177777777777778
"KCNIP4",0.166666666666667
"KCNJ1",0.4
"KCNJ11",0.166666666666667
"KCNJ12",0.191666666666667
"KCNJ3",0.3
"KCNJ4",0.218181818181818
"KCNJ5",0.5
"KCNJ6",0
"KCNK1",NA
"KCNK3",0
"KCNN2",0.666666666666667
"KCNN3",1
"KCNN4",0.333333333333333
"KCNQ1",0.166666666666667
"KCNQ2",0
"KCNQ3",0
"KCNQ5",0
"KCNRG",0
"KCNS3",NA
"KCTD11",0
"KCTD13",0.0952380952380952
"KCTD15",0.2
"KCTD17",0
"KCTD4",NA
"KCTD5",0.3
"KDELR1",0.25
"KDM1A",0.130861040068201
"KDM1B",0.357142857142857
"KDM2A",0.666666666666667
"KDM2B",0.333333333333333
"KDM3A",0.305555555555556
"KDM3B",0.380952380952381
"KDM4A",0.296703296703297
"KDM4B",0.611111111111111
"KDM4C",0.666666666666667
"KDM4D",1
"KDM5A",0.263157894736842
"KDM5B",0.084180790960452
"KDM5C",0.283333333333333
"KDM5D",0
"KDM6A",0.247619047619048
"KDM6B",0.142857142857143
"KDR",0.138528138528139
"KEAP1",0.0831372549019608
"KEL",0
"KEM1",NA
"KHDRBS1",0.0432445067788686
"KHDRBS2",0.0833333333333333
"KHDRBS3",0.139705882352941
"KHK",0.181818181818182
"KHSRP",0.2
"KIAA0087",0
"KIAA0101",0.333333333333333
"KIAA0182",0.166666666666667
"KIAA0196",0.7
"KIAA0232",0.333333333333333
"KIAA0319",0
"KIAA0408",0.0905797101449275
"KIAA1033",0.7
"KIAA1217",0.0476190476190476
"KIAA1267",0.152046783625731
"KIAA1279",0.109090909090909
"KIAA1549",0.1
"KIAA1875",NA
"KIAA1967",0.121693121693122
"KIF11",0.222222222222222
"KIF13A",1
"KIF13B",0.1
"KIF15",0.266666666666667
"KIF1B",0.238095238095238
"KIF1C",0.166666666666667
"KIF20B",0.333333333333333
"KIF22",0.166666666666667
"KIF23",0.154150197628458
"KIF2C",0.4
"KIF3A",0.166666666666667
"KIF4A",0.266666666666667
"KIF5A",0.141666666666667
"KIF5B",0.162393162393162
"KIF5C",0.472222222222222
"KIFAP3",0.166666666666667
"KIN",0.5
"KIN3",NA
"KIR2DL1",NA
"KIR2DL2",0
"KIR2DL3",NA
"KIR2DL4",0.333333333333333
"KIR2DS2",0
"KIR3DL2",NA
"KIRREL",0.666666666666667
"KISS1R",NA
"KIT",0.156156156156156
"KITLG",1
"KLC1",0.272727272727273
"KLC2",0.327272727272727
"KLC3",0
"KLF1",0.4
"KLF10",0.115384615384615
"KLF11",0.428571428571429
"KLF13",0.363636363636364
"KLF15",NA
"KLF16",0
"KLF2",0.2
"KLF3",0.333333333333333
"KLF4",0.495238095238095
"KLF5",0.261904761904762
"KLF6",0.183333333333333
"KLF7",0
"KLF8",0.466666666666667
"KLF9",0.6
"KLHDC10",0.6
"KLHDC2",0.3
"KLHDC5",0.222222222222222
"KLHL12",0.087719298245614
"KLHL13",0.264705882352941
"KLHL2",0
"KLHL20",0.164835164835165
"KLHL21",0.9
"KLHL9",0.642857142857143
"KLK1",NA
"KLK10",NA
"KLK13",0
"KLK2",0
"KLK3",0
"KLK7",1
"KLKB1",0
"KLRC1",NA
"KLRC2",NA
"KLRD1",0
"KLRG1",NA
"KLRK1",0
"KNG1",0.0222222222222222
"KNTC1",0.5
"KPNA1",0.120689655172414
"KPNA2",0.0914786967418546
"KPNA3",0.217948717948718
"KPNA4",0.169117647058824
"KPNA6",0.141025641025641
"KPNB1",0.0803508771929825
"KPTN",0.1
"KRAS",0.0904761904761905
"KRIT1",0.0181818181818182
"KRT1",0.154411764705882
"KRT10",0.222222222222222
"KRT14",0.392857142857143
"KRT15",0.0512820512820513
"KRT17",0.290909090909091
"KRT18",0.0957983193277311
"KRT19",0.166666666666667
"KRT20",0.175
"KRT5",0.428571428571429
"KRT6A",0.3
"KRT6B",0.833333333333333
"KRT8",0.130541871921182
"KRT81",0
"KRTAP4-12",0.0136986301369863
"KSR2",1
"KTN1",0.227272727272727
"KXD1",0.0158730158730159
"Kcna4",NA
"Kcnd2",NA
"Kctd5",0
"Kdm4A",NA
"Kdm4B",NA
"Kdm4c",NA
"Keap1",0
"Khdrbs3",0.0666666666666667
"Kif1c",0
"Kif20a",NA
"Kif23",0
"Kif4",0.166666666666667
"Kifc5b",0.428571428571429
"Kin",0
"Klhl2",NA
"Kpna1",NA
"Kpna2",NA
"Kpnb1",NA
"Ksr1",0.25
"L1CAM",0.181818181818182
"L3MBTL1",0.226315789473684
"L3MBTL2",0.220588235294118
"LACRT",0.2
"LAIR1",0
"LALBA",0
"LAMA1",0.0833333333333333
"LAMA3",0
"LAMA4",0
"LAMA5",0.0833333333333333
"LAMB1",0.25
"LAMC1",0.133333333333333
"LAMC2",0
"LAMTOR1",0.2
"LAMTOR2",1
"LAMTOR3",0.181818181818182
"LAPTM5",0.666666666666667
"LAS1L",0.428571428571429
"LASP1",0.238095238095238
"LAT",0.257894736842105
"LAT2",0.666666666666667
"LATS1",0.25
"LATS2",0.666666666666667
"LBP",0
"LBR",0.307692307692308
"LCK",0.0789657582110412
"LCN2",NA
"LCOR",0.25
"LCP2",0.257309941520468
"LCT",0
"LDB1",0.25
"LDB2",1
"LDB3",NA
"LDHA",0.179487179487179
"LDHB",0.178571428571429
"LDLR",0.127272727272727
"LDLRAP1",0.4
"LDOC1",0.104615384615385
"LEF1",0.1699604743083
"LEO1",0.457142857142857
"LEP",0
"LEPR",0.214285714285714
"LGALS1",0.12280701754386
"LGALS3",0.142857142857143
"LGALS3BP",0.0659340659340659
"LGALS4",0
"LGALS8",0.5
"LGALS9",0.333333333333333
"LHCGR",0
"LHX1",0.333333333333333
"LHX2",0
"LHX3",0.0952380952380952
"LIFR",0.266666666666667
"LIG1",0.5
"LIG3",0.397435897435897
"LIG4",0.288888888888889
"LILRB1",0
"LILRB2",0
"LILRB4",0
"LIMK1",0.164835164835165
"LIMK2",0.266666666666667
"LIMS1",0.25
"LIMS2",NA
"LIN28A",NA
"LIN37",0.397058823529412
"LIN52",0.904761904761905
"LIN54",0.56043956043956
"LIN7A",0.444444444444444
"LIN7B",0.428571428571429
"LIN7C",0.422222222222222
"LIN9",0.604395604395604
"LINC00341",0.166666666666667
"LINGO1",0
"LIPE",0.166666666666667
"LLGL1",0.333333333333333
"LLGL2",0.7
"LMAN1",0.333333333333333
"LMBR1L",NA
"LMNA",0.132051282051282
"LMNB1",0.194805194805195
"LMO1",0.333333333333333
"LMO2",0.142857142857143
"LMO3",0.0583333333333333
"LMO4",0.161904761904762
"LMTK2",0.5
"LMTK3",NA
"LMX1A",0.166666666666667
"LMX1B",NA
"LNPEP",0
"LNX1",0.00966183574879227
"LNX2",0.4
"LOC100358690",NA
"LOC396905",1
"LOC407840",NA
"LOR",0.5
"LOXL1",NA
"LPA",0
"LPAR2",0.166666666666667
"LPIN1",0
"LPL",0.120879120879121
"LPPR3",1
"LPXN",0.136363636363636
"LRAT",NA
"LRCH4",0
"LRIF1",0.0190404797601199
"LRIG1",0.607142857142857
"LRIT1",NA
"LRP1",0.0418353576248313
"LRP2",0.00604838709677419
"LRP2BP",NA
"LRP4",0.333333333333333
"LRP5",0.166666666666667
"LRP6",0.142857142857143
"LRP8",0.0588235294117647
"LRPAP1",0.108333333333333
"LRPPRC",0.0795454545454545
"LRRC1",0.238095238095238
"LRRC41",0.333333333333333
"LRRC7",0
"LRRFIP1",0.238095238095238
"LRRFIP2",0.166666666666667
"LRRK1",0
"LRRK2",0.8
"LRSAM1",0.087719298245614
"LSM1",0.111111111111111
"LSM10",0.321428571428571
"LSM11",0.3
"LSM2",0.278947368421053
"LSM3",0.282051282051282
"LSM4",0.339181286549708
"LSM5",0.5
"LSM6",0.466666666666667
"LSM7",0.316666666666667
"LTA",0.166666666666667
"LTA4H",0.0714285714285714
"LTB",1
"LTBP1",0
"LTBP4",0
"LTBR",0.583333333333333
"LTF",0.0888888888888889
"LTK",0.2
"LUC7L2",0.0587002096436059
"LUC7L3",0.257142857142857
"LUM",0
"LXN",0
"LY86",NA
"LY9",0
"LY96",0
"LYAR",0.103386809269162
"LYL1",0.321428571428571
"LYN",0.0690537084398977
"LYPLA1",NA
"LYPLA2",0.166666666666667
"LYST",0.072463768115942
"LYZ",0.142857142857143
"LZTR1",0.0280612244897959
"LZTS1",0
"LZTS2",0.0833333333333333
"Lama1",1
"Lck",NA
"Lin54",0.642857142857143
"Lmo2",0
"Lrrc41",1
"Lrrc7",0.333333333333333
"Lsm14a",0
"Lyn",NA
"Lyplal1",NA
"M6PR",0.4
"MAD1L1",0.110294117647059
"MAD2L1",0.169354838709677
"MAD2L1BP",0.128205128205128
"MAD2L2",0.230769230769231
"MADCAM1",NA
"MADD",0.3
"MAF",0.230769230769231
"MAF1",0.238095238095238
"MAFA",0
"MAFB",0
"MAFF",0.0727272727272727
"MAFG",0.120879120879121
"MAFK",0.285714285714286
"MAG",0.0277777777777778
"MAGEA1",0.266666666666667
"MAGEA11",0.0267857142857143
"MAGEA12",1
"MAGEA2",0.7
"MAGEA2B",1
"MAGEA3",0.833333333333333
"MAGEA4",0.2
"MAGEA6",0.153846153846154
"MAGEB18",0
"MAGEB2",0.1
"MAGEB4",1
"MAGEC2",NA
"MAGED1",0.0602836879432624
"MAGEE1",1
"MAGEH1",0.266666666666667
"MAGI1",0.064327485380117
"MAGI2",0
"MAGI3",0.0277777777777778
"MAGOH",0.571428571428571
"MALL",NA
"MALT1",0.418181818181818
"MAML1",0.111111111111111
"MAML2",0.333333333333333
"MAML3",0.0277777777777778
"MAN2A2",0.1
"MAOA",1
"MAOB",NA
"MAP1A",0.214285714285714
"MAP1B",0.152631578947368
"MAP1LC3A",0.126126126126126
"MAP1LC3B",0.0410774410774411
"MAP1LC3C",0.166666666666667
"MAP1S",0.178571428571429
"MAP2",0.269230769230769
"MAP2K1",0.17
"MAP2K2",0.311111111111111
"MAP2K3",0.282051282051282
"MAP2K4",0.161904761904762
"MAP2K5",0.0888888888888889
"MAP2K6",0.318181818181818
"MAP2K7",0.228758169934641
"MAP3K1",0.122994652406417
"MAP3K10",0.0350877192982456
"MAP3K11",0.136666666666667
"MAP3K12",0.244444444444444
"MAP3K13",0.3
"MAP3K14",0.296666666666667
"MAP3K2",0.150326797385621
"MAP3K3",0.115942028985507
"MAP3K4",0.15
"MAP3K5",0.0841750841750842
"MAP3K6",1
"MAP3K7",0.114478114478114
"MAP3K8",0.282051282051282
"MAP4K1",0.241758241758242
"MAP4K2",0.115384615384615
"MAP4K3",0
"MAP4K4",0.114285714285714
"MAP4K5",0.244444444444444
"MAP7",0
"MAP7D1",0.0952380952380952
"MAP9",0.333333333333333
"MAPK1",0.0454874692162828
"MAPK10",0.0584795321637427
"MAPK11",0.111111111111111
"MAPK12",0
"MAPK13",0.266666666666667
"MAPK14",0.0486497629354772
"MAPK15",0
"MAPK1IP1L",0.3
"MAPK3",0.0366212242715851
"MAPK6",0.0118710691823899
"MAPK7",0.0549450549450549
"MAPK8",0.0622710622710623
"MAPK8IP1",0.169117647058824
"MAPK8IP2",0.0442176870748299
"MAPK8IP3",0.128571428571429
"MAPK9",0.0738636363636364
"MAPKAP1",0.4
"MAPKAPK2",0.166666666666667
"MAPKAPK3",0.136363636363636
"MAPKAPK5",0.181818181818182
"MAPRE1",0.392857142857143
"MAPRE2",0.4
"MAPT",0.176638176638177
"MARCH1",0.666666666666667
"MARCH2",NA
"MARCH5",0.2
"MARCH6",1
"MARCH8",NA
"MARCKS",0.244444444444444
"MARCKSL1",1
"MARCO",0
"MARK1",0.571428571428571
"MARK2",0.142857142857143
"MARK3",0.176666666666667
"MARK4",0.0981507823613087
"MASP1",0.0476190476190476
"MASP2",0.5
"MAST2",0.0277777777777778
"MAT2A",0.666666666666667
"MATK",0.25
"MATN1",0.5
"MATN2",0.142857142857143
"MATN3",1
"MAVS",0.141129032258065
"MAX",0.0597560975609756
"MAZ",0.2
"MBD1",0.228070175438597
"MBD2",0.261904761904762
"MBD3",0.312312312312312
"MBD3L1",0.911111111111111
"MBD3L2",0.733333333333333
"MBD4",0.333333333333333
"MBIP",0.110526315789474
"MBL2",0.166666666666667
"MBNL1",0.318181818181818
"MBP",0.010989010989011
"MBTPS1",0.178571428571429
"MC1R",0.333333333333333
"MC2R",0.666666666666667
"MCA1",1
"MCAM",1
"MCC",0.0384068278805121
"MCF2",0.380952380952381
"MCF2L",0.285714285714286
"MCFD2",1
"MCL1",0.146666666666667
"MCM10",0.0933333333333333
"MCM2",0.165714285714286
"MCM3",0.148049645390071
"MCM3AP",0.102941176470588
"MCM4",0.264264264264264
"MCM5",0.307692307692308
"MCM6",0.156448202959831
"MCM7",0.127480158730159
"MCM8",0.533333333333333
"MCOLN1",0
"MCPH1",0.326797385620915
"MCRS1",0.140591966173362
"MCTS1",0.666666666666667
"MDC1",0.204016913319239
"MDFI",0.00828282828282828
"MDFIC",1
"MDH1",0.333333333333333
"MDH2",0.222222222222222
"MDK",0.0363636363636364
"MDM2",0.0556773636303236
"MDM4",0.211640211640212
"MEAF6",0.2
"MEC1",NA
"MECOM",0.358974358974359
"MECP2",0.187301587301587
"MECR",0
"MED1",0.239234449760766
"MED10",0.374117647058824
"MED12",0.31516290726817
"MED14",0.336363636363636
"MED15",0.378378378378378
"MED17",0.303135888501742
"MED18",0.618226600985222
"MED19",0.371014492753623
"MED20",0.691176470588235
"MED21",0.278048780487805
"MED22",0.672514619883041
"MED23",0.337126600284495
"MED24",0.262820512820513
"MED25",0.45748987854251
"MED26",0.391156462585034
"MED28",0.343537414965986
"MED29",0.428191489361702
"MED30",0.524193548387097
"MED31",0.0377622377622378
"MED4",0.32512315270936
"MED6",0.365079365079365
"MED7",0.223328591749644
"MED8",0.286153846153846
"MED9",0.445182724252492
"MEF2A",0.254901960784314
"MEF2BNB-MEF2B",0
"MEF2C",0.173913043478261
"MEF2D",0.193121693121693
"MEFV",0
"MEGF10",0
"MEIS1",0.0952380952380952
"MEIS2",0
"MELK",0.5
"MEN1",0.188261351052049
"MEOX1",0
"MEOX2",0
"MEP1A",0
"MEP1B",0
"MEPCE",0.029859571322986
"MERTK",0.4
"MESDC2",0.0277777777777778
"MEST",0
"MET",0.226315789473684
"METAP2",0.5
"METTL1",1
"METTL11A",0.666666666666667
"MFAP2",0
"MGC53867",NA
"MGEA5",0.4
"MGLL",NA
"MGMT",0.0601801801801802
"MGRN1",0.116666666666667
"MIA40",NA
"MIB1",0.125
"MIB2",0.222222222222222
"MICAL1",0.230769230769231
"MID1",0.134502923976608
"MID2",0.166666666666667
"MIER1",1
"MIF",0.238095238095238
"MIG1",NA
"MIIP",0
"MINA",1
"MINK1",0.333333333333333
"MINOS1",0.00432900432900433
"MIP",NA
"MIS12",0.253561253561254
"MITF",0.139705882352941
"MKI67",0.192307692307692
"MKKS",0.25
"MKL1",0.409090909090909
"MKL2",0.2
"MKNK1",0.0416666666666667
"MKNK2",0.466666666666667
"MKRN1",0.178571428571429
"MKX",0.5
"MLANA",0.666666666666667
"MLF1",0.333333333333333
"MLF1IP",0.128571428571429
"MLF2",0.218181818181818
"MLH1",0.112457912457912
"MLH3",0.333333333333333
"MLL",0.131730769230769
"MLL2",0.284210526315789
"MLL3",0.286549707602339
"MLL4",0.128205128205128
"MLL5",1
"MLLT1",0.177536231884058
"MLLT10",0.2
"MLLT3",0.096551724137931
"MLLT4",0.027027027027027
"MLLT6",0.1
"MLNR",NA
"MLPH",0.333333333333333
"MLST8",0.476190476190476
"MLX",0.0833333333333333
"MLXIP",0
"MLXIPL",NA
"MME",0.00625978090766823
"MMP1",0.3
"MMP10",NA
"MMP13",NA
"MMP14",0.133333333333333
"MMP2",0.0333333333333333
"MMP25",NA
"MMP3",0
"MMP7",0.166666666666667
"MMP8",0
"MMP9",0.1
"MMS22L",0.653846153846154
"MNAT1",0.173684210526316
"MNT",0.285714285714286
"MOAP1",0.25
"MOB1A",0
"MOB3B",0
"MOB4",0.185185185185185
"MOCS3",0.666666666666667
"MOGS",0.333333333333333
"MORC2",0.5
"MORF4",NA
"MORF4L1",0.172699849170437
"MORF4L2",0.193339500462535
"MOS",NA
"MOXD1",0.666666666666667
"MPDU1",0.238095238095238
"MPDZ",0.142857142857143
"MPG",0.25
"MPHOSPH6",0.0666666666666667
"MPHOSPH8",0.4
"MPL",0
"MPP1",0.114285714285714
"MPP3",0
"MPP5",0.333333333333333
"MPP6",0.0994152046783626
"MPRIP",0.133333333333333
"MPZ",NA
"MPZL1",0.666666666666667
"MR1",0
"MRAS",0.19047619047619
"MRE11A",0.324420677361854
"MRFAP1",0.333333333333333
"MRI1",NA
"MRM1",0
"MRPL12",0
"MRPL36",0
"MRPL38",0.333333333333333
"MRPL4",0.166666666666667
"MRPL42",0.666666666666667
"MRPL44",0.0849673202614379
"MRPS12",0.2
"MRPS26",0
"MRPS6",0
"MRPS9",0.166666666666667
"MRT4",NA
"MRVI1",0.333333333333333
"MS4A1",0
"MS4A3",1
"MS4A7",0
"MSC",0.333333333333333
"MSH2",0.190588235294118
"MSH3",0.423076923076923
"MSH4",0.133333333333333
"MSH5",0
"MSH6",0.342816500711238
"MSL1",0.285714285714286
"MSL2",0.230769230769231
"MSL3",0.4
"MSN",0.246305418719212
"MSR1",0
"MST1R",0.571428571428571
"MST4",0.536842105263158
"MSTN",0
"MSX1",0.272727272727273
"MSX2",0.156862745098039
"MT2A",0
"MTA1",0.210992907801418
"MTA2",0.229260935143288
"MTA3",0.533333333333333
"MTBP",1
"MTCP1",0
"MTDH",0.5
"MTF1",0.333333333333333
"MTF2",0.4
"MTHFR",NA
"MTHFS",0
"MTMR2",NA
"MTMR4",1
"MTMR6",1
"MTMR7",0
"MTMR8",1
"MTMR9",0.19047619047619
"MTNR1A",0
"MTOR",0.0805515239477504
"MTPN",0.4
"MTUS2",0
"MUC1",0.189542483660131
"MUC5B",0
"MUS81",0.177777777777778
"MUSK",0.333333333333333
"MUTED",0.4
"MUTYH",0.666666666666667
"MVD",0.3
"MVK",1
"MVP",0.333333333333333
"MX1",0.523809523809524
"MX2",NA
"MXD1",0.115384615384615
"MXD3",0.3
"MXD4",0.2
"MXI1",0.333333333333333
"MYB",0.178137651821862
"MYBBP1A",0.173387096774194
"MYBL1",0.321428571428571
"MYBL2",0.153846153846154
"MYC",0.0193339406822553
"MYCBP",0.0857142857142857
"MYCBP2",0.228571428571429
"MYCBPAP",0
"MYCL1",NA
"MYCN",0.257575757575758
"MYD88",0.181538461538462
"MYEF2",0.133333333333333
"MYF5",0.4
"MYF6",0.4
"MYH10",0.116959064327485
"MYH6",NA
"MYH7",0.5
"MYH7B",1
"MYH9",0.126881720430108
"MYL6",0.205128205128205
"MYL6B",0.5
"MYLIP",0.4
"MYLK",0
"MYO10",0.4
"MYO15B",0
"MYO18B",1
"MYO1C",0.183823529411765
"MYO5A",0.242424242424242
"MYO5B",0.333333333333333
"MYO6",0.163636363636364
"MYO7A",0.109090909090909
"MYO9B",0.4
"MYOC",0
"MYOCD",0.351648351648352
"MYOD1",0.142857142857143
"MYOG",0.115384615384615
"MYOT",0
"MYOZ1",0.222222222222222
"MYOZ2",0
"MYOZ3",0
"MYPN",0.107142857142857
"MYSM1",0.256410256410256
"MYT1",0.333333333333333
"MZF1",NA
"Mad1l1",NA
"Mad2l1",0.100529100529101
"Mad2l1bp",0.333333333333333
"Mad2l2",0.0476190476190476
"Map2k1",0
"Map3k2",NA
"Map3k3",NA
"Map3k6",NA
"Map3k7",0.666666666666667
"Map4k3",NA
"Mapk1",0.5
"Mapk13",0.00933453778982234
"Mapk14",0.166666666666667
"Mapk3",NA
"Mapk7",NA
"Mau2",0
"Mbd3",0
"Mcm2",0
"Mcm6",0
"Mdm2",NA
"Mdm4",1
"Mecp2",NA
"Mef2c",NA
"Mef2d",NA
"Melk",NA
"Mib1",1
"Mib2",1
"Mical3",0
"Mis12",0.178947368421053
"Mki67",0.0916666666666667
"Mllt10",NA
"Mlxipl",0.3
"Morf4l1",0.333333333333333
"Mprip",0
"Mras",NA
"Mta1",0
"Mta2",0.666666666666667
"Mtor",0
"Mybl2",0.666666666666667
"Myc",0.333333333333333
"Mycbp2",0
"Myod1",NA
"Myog",0.666666666666667
"Myst1",0.175824175824176
"Mzt1",0
"Mzt2",0
"N4BP1",0.4
"N4BP2",0.392857142857143
"N4BP3",0
"N6AMT1",0
"NAA10",0.222222222222222
"NAA38",0.101075268817204
"NAB1",0.166666666666667
"NAB2",0.2
"NACA",0.0692640692640693
"NACC1",0.7
"NADK",0.25
"NADSYN1",0.333333333333333
"NAE1",0.428571428571429
"NAGK",0.0833333333333333
"NAGPA",1
"NAIP",0
"NANOG",0.133333333333333
"NAP1L1",0.257575757575758
"NAP1L4",0.218181818181818
"NAP1L5",0.0833333333333333
"NAPA",0.448717948717949
"NARF",1
"NASP",0.154411764705882
"NAT9",0.321428571428571
"NBL1",0
"NBN",0.241414141414141
"NBPF3",0.666666666666667
"NBR1",0.25
"NCALD",0.666666666666667
"NCAM1",0.4
"NCAPD2",0.509090909090909
"NCAPD3",0.619047619047619
"NCAPG",0.330882352941176
"NCAPH",0.454545454545455
"NCAPH2",0.9
"NCBP1",0.257142857142857
"NCBP2",0.8
"NCF1",0.0666666666666667
"NCF2",0.2
"NCF4",0.428571428571429
"NCK1",0.0531400966183575
"NCK2",0.0367816091954023
"NCKAP1",0.222222222222222
"NCKIPSD",0.107142857142857
"NCL",0.112155388471178
"NCL1",NA
"NCLN",1
"NCOA1",0.191961924907456
"NCOA2",0.139762403913347
"NCOA3",0.112756808408982
"NCOA4",0.266666666666667
"NCOA5",0.4
"NCOA6",0.118935837245696
"NCOA7",0
"NCOR1",0.100576973511671
"NCOR2",0.157262277951933
"NCR1",0
"NCR2",NA
"NCR3",NA
"NCS1",0.0476190476190476
"NCSTN",0.476190476190476
"ND2",0.333333333333333
"NDC80",0.196581196581197
"NDEL1",0.0722689075630252
"NDFIP1",0.4
"NDFIP2",0.363636363636364
"NDN",0.111111111111111
"NDNL2",0.321428571428571
"NDRG1",0.0404505888376856
"NDRG2",NA
"NDUFA12",1
"NDUFA13",0.333333333333333
"NDUFA2",NA
"NDUFA4L2",0.0222222222222222
"NDUFA5",0.19047619047619
"NDUFA6",0.5
"NDUFA7",1
"NDUFB11",0.333333333333333
"NDUFB8",0.4
"NDUFB9",0.166666666666667
"NDUFS3",0.238095238095238
"NDUFV2",0.333333333333333
"NEB",0.0714285714285714
"NECAB2",0.00584795321637427
"NECAP1",1
"NECAP2",0.25
"NEDD1",0.127272727272727
"NEDD4",0.0150950498776586
"NEDD4L",0.0174991505266735
"NEDD8",0.0499550763701707
"NEDD9",0.199430199430199
"NEFH",1
"NEFL",0.277777777777778
"NEFM",0.214285714285714
"NEIL1",0.333333333333333
"NEIL2",1
"NEK2",0.0676923076923077
"NEK6",0.0769230769230769
"NEK8",0
"NEK9",0.175824175824176
"NES",0.5
"NET1",0.333333333333333
"NEU1",0.2
"NEU3",0.666666666666667
"NEURL",0
"NEURL4",0.285714285714286
"NEUROD1",0.142857142857143
"NEUROG1",0.266666666666667
"NF1",0.355555555555556
"NF2",0.0833333333333333
"NFAT5",NA
"NFATC1",0.192307692307692
"NFATC2",0.0333333333333333
"NFATC4",0
"NFE2",0.0555555555555556
"NFE2L1",0.277777777777778
"NFE2L2",0.164021164021164
"NFE2L3",0
"NFE4",0.5
"NFIB",0.266666666666667
"NFIC",0.106060606060606
"NFIL3",0.666666666666667
"NFIX",0.266666666666667
"NFKB1",0.110240334378265
"NFKB2",0.189189189189189
"NFKBIA",0.100526777875329
"NFKBIB",0.282051282051282
"NFKBIE",0.464285714285714
"NFKBIL1",0
"NFKBIZ",0.666666666666667
"NFRKB",0.779411764705882
"NFU1",0
"NFX1",0.214285714285714
"NFYA",0.242753623188406
