"protein","clustering_coefficient"
"STK33",NA
"CLEC1A",NA
"DHRS1",0.4
"HTR3C",NA
"HTRA3",NA
"LOC391746",NA
"PDHA2",0
"PTCHD3",NA
"SLITRK3",1
"WNT3",NA
"AHCY",0.194444444444444
"DDX47",0.380952380952381
"HNRPLL",0.3
"MTHFD1",0.142857142857143
"NFS1",0
"PRPF39",0
"SFXN1",0.2
"APOBEC4",0
"ATPAF2",NA
"CDCA7L",0.333333333333333
"CERS3",0.333333333333333
"COQ10A",NA
"DCBLD1",1
"ENTHD1",NA
"FAT1",1
"FNDC7",1
"FNTB",0.666666666666667
"KLB",NA
"LDHAL6B",NA
"LPAR6",NA
"MRPL47",0.166666666666667
"NNMT",1
"PFN4",NA
"PPP1R14C",0.166666666666667
"PRR5-ARHGAP8",NA
"PTGFR",NA
"RETNLB",0
"RPL36A",0.3
"TMEFF2",NA
"UBLCP1",0.4
"ULK4",NA
"ZNF80",0
"CTAGE1",NA
"DCUN1D3",NA
"EMR2",1
"KLHDC8A",NA
"MOGAT2",0
"NEK1",1
"SH3TC2",NA
"EFCAB1",NA
"IHH",0
"KCTD7",1
"SERPINC1",NA
"SH3PXD2B",0.666666666666667
"TMEM86B",NA
"WFDC11",0
"FBXL21",NA
"FBXO3",0.333333333333333
"GABRA2",NA
"LEAP2",NA
"SLC25A28",NA
"SLC27A1",0
"TCIRG1",0
"TMEM67",0
"BMS1",0.466666666666667
"C15orf44",0.666666666666667
"DDX50",0.666666666666667
"DIMT1",0.3
"GTPBP1",0.5
"H2AFY2",0.5
"HIST1H2BD",0.4
"HIST1H2BE",NA
"HIST1H2BF",NA
"HIST1H2BI",NA
"HIST1H3D",1
"HIST1H3G",0.5
"HIST1H3H",0.5
"HIST1H3I",0.666666666666667
"HIST1H3J",0.666666666666667
"HIST2H4B",0.666666666666667
"HP1BP3",0.3
"KIF2A",1
"KRT2",0.666666666666667
"LRRC59",0.333333333333333
"MRPS22",0.19047619047619
"PHF6",1
"PLS3",0.142857142857143
"POLRMT",0.2
"RCL1",0.333333333333333
"RG9MTD1",0.666666666666667
"RN18S1",NA
"RN28S1",NA
"RPL32",0.333333333333333
"SRP68",0.333333333333333
"THOC3",0.5
"ZC3HAV1",0.266666666666667
"HERC4",1
"PSD",NA
"SP8",0
"AHCYL1",0.333333333333333
"DECR1",0.666666666666667
"FAM5C",1
"ILKAP",0.666666666666667
"LINC00265",1
"RHOBTB3",1
"SCRN1",1
"TIMMDC1",1
"TMCC2",NA
"VMP1",1
"ZNF302",0
"ACAP2",NA
"C5orf17",NA
"CCDC25",NA
"ERI1",0
"OLIG3",0
"RBM19",0.333333333333333
"REEP2",NA
"REEP5",0.333333333333333
"RELL2",NA
"TCEAL6",NA
"ZBTB38",0.333333333333333
"ZMAT2",0
"Vhl",NA
"KPNA7",NA
"At3g49660",NA
"DNAJC9",0.5
"UBR7",1
"PHF2",1
"TDRD3",NA
"spf30",NA
"CSE4",NA
"cenpa",NA
"HPGDS",NA
"KIR3DS1",NA
"HOXC6",1
"HOXD11",NA
"ZNF768",0.3
"ALS2CR8",0
"ARHGAP23",1
"DDX28",0
"HNRNPUL2",0.4
"LOC341333",NA
"LOC440563",1
"MRPL37",0.333333333333333
"NNT",0.166666666666667
"PTCD1",0.333333333333333
"RBM12",0.5
"RBM26",0.5
"SUGP2",0
"YTHDF2",0.7
"ZFR",0.285714285714286
"C1orf116",NA
"PWP1",0.2
"PBX2",NA
"PHTF1",NA
"SOX15",NA
"SPZ1",NA
"SOX8",0
"HOXD1",NA
"TIGD4",NA
"ZSCAN18",0
"RGL1",NA
"AHSA2",NA
"SIL1",1
"DNLZ",NA
"BBOX1",NA
"NELF",NA
"ZZEF1",0
"Add1",NA
"Pafah1b3",NA
"Pgk1",NA
"GPR26",NA
"S1PR3",0
"APJ1",NA
"APM2",NA
"ARMCX2",1
"AYR1",NA
"CIT2",NA
"CMK1",NA
"COS111",NA
"CXorf27",NA
"Crebbp",NA
"DCG1",NA
"DCN1",NA
"FICD",NA
"FPR2",NA
"GDA1",NA
"GLO2",NA
"GRE2",NA
"GSH2",NA
"HLJ1",NA
"HLR1",NA
"HMS1",NA
"IPK1",NA
"KGD1",NA
"MRPL11",0.333333333333333
"MSB1",NA
"MTC4",NA
"MUP1",NA
"OAF3",NA
"PCL6",NA
"PHM8",NA
"PRM5",NA
"PSP1",NA
"RIM4",NA
"RRF1",NA
"SAM2",NA
"SAS3",NA
"SDT1",NA
"SIP18",NA
"SNG1",NA
"STP2",0
"Syvn1",NA
"TEA1",NA
"TVP15",NA
"UBP13",0
"VPS70",NA
"YGR015C",NA
"YHB1",NA
"YJR107W",NA
"YKR017C",NA
"YMR160W",NA
"YOR292C",NA
"YPL067C",NA
"YRB30",NA
"ZNF33B",NA
"GNAT1",0
"GNAT2",0.333333333333333
"TUBG2",0.166666666666667
"AASS",0.5
"ACAD9",0.333333333333333
"ACOT9",0.166666666666667
"ALDH1L2",NA
"ATP5H",0
"ATP5L",0.166666666666667
"C6orf203",NA
"C7orf30",0
"CECR5",0
"CHCHD1",0
"COX2",0.266666666666667
"COX4I1",0.166666666666667
"ECI1",0
"ERAL1",0.333333333333333
"FASTKD2",0
"GRSF1",0
"GTPBP10",0
"HARS2",0
"ISCA1",NA
"LETM1",0.333333333333333
"MCAT",0
"MCU",0
"ME2",0
"METTL17",0
"MMAB",NA
"MRPL1",0
"MRPL10",0.333333333333333
"MRPL13",0.666666666666667
"MRPL14",0
"MRPL15",0
"MRPL16",0
"MRPL17",0.333333333333333
"MRPL18",0
"MRPL19",0.333333333333333
"MRPL2",0
"MRPL22",0
"MRPL23",0.333333333333333
"MRPL24",0
"MRPL27",0
"MRPL28",0.5
"MRPL3",0
"MRPL32",NA
"MRPL40",0.333333333333333
"MRPL41",0
"MRPL46",0
"MRPL48",0.666666666666667
"MRPL49",0.5
"MRPL50",0
"MRPL51",0.666666666666667
"MRPL54",NA
"MRPL55",NA
"MRPL9",0
"MRPS10",0
"MRPS11",0
"MRPS15",0.333333333333333
"MRPS16",0
"MRPS17",0
"MRPS18A",0
"MRPS2",0
"MRPS21",0.333333333333333
"MRPS23",0.333333333333333
"MRPS28",0
"MRPS30",0
"MRPS35",0.166666666666667
"MRRF",NA
"MTERF",NA
"MTERFD1",NA
"MTERFD2",0
"MTG1",0
"MUT",NA
"NDUFA9",0.3
"NGRN",0
"PARS2",0.333333333333333
"PMPCA",0.333333333333333
"PNPT1",0
"PUS1",0.333333333333333
"PUSL1",0
"RPUSD3",0
"SLC25A18",NA
"STOML2",0.166666666666667
"SUPV3L1",0
"TARS2",0
"THNSL1",0
"TRUB2",0
"VARS2",0.333333333333333
"WBSCR16",0.333333333333333
"YME1L1",0.333333333333333
"IFNA2",NA
"LHX4",0
"HSPB11",0
"IGFBP2",NA
"Arrb1",NA
"CAMP",NA
"IGFBP1",NA
"IGFBP6",NA
"ITGB1BP3",0
"Igf2",NA
"Ltbp1",NA
"INS",0
"HECTD1",0.166666666666667
"ACBD6",0.666666666666667
"AMMECR1L",1
"APRT",0.666666666666667
"ARGLU1",0.666666666666667
"ARPP19",0
"AVPI1",NA
"C19orf12",NA
"CUEDC1",0.3
"DNAJC8",0.523809523809524
"FRMD8",1
"KIAA1598",0.666666666666667
"KIR3DX1",NA
"LGALS2",NA
"LMCD1",0
"LZIC",1
"MYL5",NA
"MZT2A",0
"NRARP",NA
"ODAM",NA
"PHF7",1
"PNMAL1",0.333333333333333
"RBM34",0.333333333333333
"RPL41",0
"TCP11",0
"TCP11L1",0.333333333333333
"TSLP",NA
"Ikzf3",NA
"IL23R",1
"KCNJ10",NA
"KCNJ15",NA
"IL18BP",NA
"IL1RN",0
"TMED1",NA
"IL21",NA
"IL22RA2",NA
"SSBP4",0.133333333333333
"HEATR1",0.222222222222222
"MIPEP",0
"MYO1D",0.333333333333333
"PARVB",1
"SNRNP35",0
"ZNF133",0.333333333333333
"MPHOSPH10",0.3
"ACT1",NA
"GCN1",0
"RPL39",NA
"RPS22A",NA
"RPS22B",NA
"BRMS1L",0.666666666666667
"PHF16",0.666666666666667
"BRPF3",NA
"LGALS7",0.238095238095238
"RXFP2",NA
"Calmodulin",NA
"ENPP1",0
"Grb14",NA
"INSRR",NA
"INTS12",0.809523809523809
"INTS4",0.638888888888889
"OBFC2B",1
"ZNF687",0.8
"NAIF1",1
"OBFC2A",0.666666666666667
"CYTH4",NA
"PLCD4",0
"IQSEC1",0.666666666666667
"IRAK1BP1",NA
"TOMM70A",0.666666666666667
"YTHDC2",0.4
"SESTD1",NA
"ZC3H12C",NA
"HIST1H1T",0.4
"IRF2BP2",0.6
"IRF2BPL",0.5
"KIAA0415",0.333333333333333
"ETV7",0.666666666666667
"GTPBP2",NA
"BNC2",0
"KIAA1274",0.166666666666667
"LTN1",0.4
"TRMT61B",0
"DACH2",NA
"DMRTC2",NA
"VENTX",0.333333333333333
"FUT4",NA
"PECR",NA
"ESM1",NA
"CYR61",0.4
"ITGA9",0
"VNN2",NA
"SPINT2",0.333333333333333
"Homer1",NA
"Homer2",NA
"Agfg1",NA
"Agfg2",NA
"Amotl1",NA
"CEP85L",0.666666666666667
"Epn2",NA
"FAM59B",1
"GOLGA5",0
"Hmg20a",NA
"KIF16B",0
"Krt1",NA
"Krt71",NA
"Krt79",NA
"PIK3AP1",0.833333333333333
"Picalm",NA
"Plvap",NA
"Ppl",NA
"Spry2",NA
"Swap70",NA
"Sync",NA
"Tiam1",NA
"AHDC1",1
"CCDC88C",0
"GOLGA8A",NA
"GPNMB",NA
"ITPKA",NA
"LARP6",NA
"AZGP1",0.333333333333333
"BPIFA1",0
"BPIFB1",NA
"TCN1",NA
"EIF3CL",0
"SIRPA",0.3
"MFAP1",0.5
"NSRP1",0
"PHRF1",0.333333333333333
"RSRC2",NA
"SFSWAP",0
"TYSND1",NA
"Smarca2",NA
"Smarcb1",NA
"Cdh1",NA
"Dsc1",NA
"Dsg1a",NA
"ADA2",NA
"ADAT3",NA
"TADA1",0.857142857142857
"CEP250",0.4
"H2A-IX",NA
"H2B-VII",NA
"H3-VIII",NA
"H4-VII",NA
"Baz2a",NA
"MSL3P1",NA
"PHF20L1",0.333333333333333
"C17orf42",1
"MTM1",0.666666666666667
"RBFA",NA
"VANGL1",1
"KCNG3",0
"KCNV2",0
"KCNIP2",NA
"KCNJ8",NA
"Cam",NA
"KCNE2",NA
"LAMB4",NA
"SRPX",0
"TNFAIP1",0.333333333333333
"LRRC18",NA
"RWDD4",0
"BMP2K",0.333333333333333
"CACNA1H",NA
"CECR6",NA
"DGKQ",0
"FOXC2",1
"ONECUT2",NA
"PCNX",1
"PRDM13",NA
"RBM15B",0.166666666666667
"RHOBTB2",NA
"SLC39A6",1
"VGLL3",NA
"PROSER1",0
"BBS1",0.666666666666667
"KIAA0564",NA
"RBM45",0.666666666666667
"AHI1",NA
"MIA2",NA
"SNX30",1
"SPATA13",NA
"ZDHHC6",1
"LRRC15",0
"NUSAP1",0.333333333333333
"WASH1",1
"PLEKHF1",0.666666666666667
"ZNF670",NA
"CADPS",NA
"Foxm1",NA
"KISS1",NA
"C17orf76-AS1",NA
"LENG1",0
"NUDCD3",0.5
"SNX20",0
"ZMYM6",0
"KLRC3",NA
"LEPROTL1",NA
"CD93",NA
"PLAG1",NA
"spi1",NA
"ITFG2",NA
"ANKRD36BP1",0.333333333333333
"ARC",1
"PRPH",0.5
"TEKT4",0
"KRT72",0.666666666666667
"C9orf16",NA
"CLN5",1
"FAM76B",NA
"KRTAP3-2",0
"ZNF439",0
"ZNF440",0
"CEP19",0
"KCTD2",0
"CCDC9",NA
"MICAL3",0
"HIST2H3B",NA
"BCAM",1
"CFHR1",NA
"Fyb",NA
"MUC16",NA
"SLC1A5",0.2
"LIF",NA
"OSM",0
"HLA-F",0
"TOR1AIP1",0.133333333333333
"MAPRE3",1
"GULP1",1
"DFNB31",NA
"CECR2",0.833333333333333
"HEBP2",0.666666666666667
"C9orf163",NA
"FAM178B",NA
"GPR108",1
"GRHPR",1
"NARS",0.333333333333333
"MYH13",0
"NPY1R",0
"RAB7L1",1
"UMOD",NA
"KIAA1009",0.333333333333333
"NAT10",0.266666666666667
"CELF4",NA
"CNTROB",1
"DGCR14",0.5
"NCDN",0.333333333333333
"PCBP4",1
"ZNF521",NA
"ANKRD53",NA
"FANK1",NA
"L3MBTL3",1
"PAPOLG",0
"ZNF584",NA
"ZNF714",0
"LSM14A",0
"VPS13D",1
"ZDHHC2",0
"SMCR7L",0.666666666666667
"UQCRB",0.666666666666667
"ACMSD",NA
"C18orf54",NA
"C20orf72",1
"C2orf51",0.333333333333333
"COX7A2L",1
"DIEXF",0.333333333333333
"FAM156A",NA
"PNKD",0.333333333333333
"SPRYD5",0.5
"TCF25",0.4
"TMEM123",NA
"TRMT1",1
"ZSWIM2",0.333333333333333
"BRP44L",1
"CALML5",0.4
"GPR135",0
"CSHL1",0
"RAB3GAP2",0.333333333333333
"FAM65A",0
"KIAA1804",NA
"KIF17",0
"KRTAP3-4P",NA
"KIF3B",0.4
"Map2k4",NA
"PIBF1",0.333333333333333
"SH2D2A",NA
"PDRG1",0.466666666666667
"TRAF7",0.222222222222222
"CNTRL",0.5
"Gstm1",NA
"Rb1cc1",0
"DAAM1",1
"ZNF593",0.3
"DEFB1",NA
"MCM3AP-AS1",NA
"KIF26B",NA
"IER3",0.666666666666667
"TH",0
"Top2",NA
"Top2a",NA
"ANKLE2",0.6
"FGF12",0.1
"C14orf43",0.833333333333333
"FAM48A",0.333333333333333
"ZNF142",1
"CLIC3",NA
"CPXM1",NA
"HADH",0.666666666666667
"PFKFB1",NA
"ATG9A",0.666666666666667
"BARX1",0
"C21orf59",0.666666666666667
"CA1",NA
"CDH13",NA
"DNAJC28",1
"DSCR3",1
"EIF1",0.666666666666667
"FAM49B",1
"FBXL16",NA
"GTPBP5",0.666666666666667
"MBOAT7",0.5
"METTL2A",1
"MGAT1",1
"MOK",NA
"MON1A",0.5
"MZB1",1
"PSAT1",1
"PTPMT1",0
"RAB31",1
"RRP7A",0.333333333333333
"SLC41A3",1
"SMS",0.4
"THAP4",NA
"URB1",0.2
"ZNF600",NA
"ZNF671",1
"ZNF605",NA
"FGF13",NA
"KIFC2",0
"MAGED4B",0
"MAPK4",NA
"ZNF282",0.3
"MFN1",0.666666666666667
"SCGB3A1",NA
"SCGB3A2",NA
"FUCA1",0.333333333333333
"PNPLA2",0.333333333333333
"SAAL1",0.3
"KCTD20",0.666666666666667
"FCN2",1
"MAT2B",1
"TET1",NA
"Trim27",NA
"MRAP",1
"DENR",1
"BAALC",NA
"C12orf12",0
"C18orf56",NA
"C19orf60",0
"C6orf165",0
"FZD9",NA
"IQUB",NA
"LRRN4",NA
"MGC21881",NA
"SLC35A2",0
"TMEM241",NA
"ZNF136",0
"ZNF559",NA
"ZNF607",NA
"ZNF679",NA
"ZNF707",NA
"LAMP2",0.5
"Hnf4a",NA
"MED11",0.909090909090909
"MED27",0.725490196078431
"MED13L",0.857142857142857
"POLR2I",0.428571428571429
"CRSP5",NA
"UACA",0.333333333333333
"sbp-1",NA
"FOXJ3",0.333333333333333
"BARHL1",0.333333333333333
"VIP",0
"BDKRB1",NA
"GNRH1",NA
"NTS",0
"GAST",NA
"PYY",NA
"AK2",0.666666666666667
"AKAP7",0.333333333333333
"ANP32E",0.5
"C1orf55",1
"DDX42",0.361111111111111
"HNRNPA3P1",0
"IPO9",0.333333333333333
"LRRC40",1
"METTL16",NA
"NTPCR",1
"PPIH",0.714285714285714
"SNRNP27",0.833333333333333
"SNRPEP2",NA
"TUT1",0.571428571428571
"UBE2NL",1
"YRDC",1
"CMTM3",0
"WDR4",1
"COL4A3",0.333333333333333
"CDK12",0.527777777777778
"H2BFM",NA
"HIST1H2AM",1
"TTPA",NA
"WNT9B",NA
"ACSL4",0.333333333333333
"DNAJC11",0.333333333333333
"IBA57",0
"MTHFD2",0.166666666666667
"MTX1",0
"MTX2",0
"SELRC1",0
"FRMD6",0.333333333333333
"PPP3CC",1
"ZC3H11A",0.4
"AVP",0
"OXT",0
"AFF3",NA
"GHRL",NA
"ARMC10",0
"ATP12A",0
"DNAJB12",0.333333333333333
"FAAH",NA
"FAHD1",0
"FAM83F",0
"FOLH1",NA
"ITFG3",0
"KBTBD3",0
"METTL7A",0
"NDUFB4",0.333333333333333
"OPA1",0
"PDIA5",NA
"POTEI",0
"RGPD6",0
"TM9SF1",0
"TUBB8",0.333333333333333
"ZMPSTE24",0
"CXCL5",NA
"CXCL6",NA
"HPS6",0.3
"KIDINS220",1
"MRFAP1L1",0.666666666666667
"RBP2",1
"ARHGAP18",NA
"SKIV2L2",0.269230769230769
"NLRP2",1
"FSTL3",NA
"Mtmr9",NA
"GDI2P1",1
"Rheb",1
"tti1",NA
"HTN1",NA
"STATH",NA
"EME1",0.833333333333333
"Fbxw7",NA
"ACOT8",1
"AIFM2",1
"ALDH1B1",1
"ALPK1",NA
"ATP5D",1
"C17orf49",0.666666666666667
"CAMK1G",NA
"CEPT1",1
"DDX52",0.5
"GALR3",NA
"GCDH",1
"GNRHR",NA
"HIGD1A",1
"HIST1H2BL",0.19047619047619
"HPS1",1
"HSD17B4",0.5
"IDH3G",NA
"IQGAP3",0.333333333333333
"KIF18A",1
"METTL13",1
"MKLN1",0.666666666666667
"MYLK3",NA
"MYO3B",NA
"MYO5C",1
"NDUFA8",1
"POLE",0.214285714285714
"PPT1",1
"PSME4",0.666666666666667
"RPP30",0.333333333333333
"SCYL1",NA
"SLC1A4",1
"SLC25A26",1
"SPEG",NA
"SQRDL",1
"SUCLG1",1
"SULF2",1
"SULT1A2",1
"TRMT1L",0.666666666666667
"TTC27",0.1
"U2SURP",0.285714285714286
"WEE2",NA
"ZNF121",1
"PTCHD2",0
"TLR5",0
"MYL9",0.466666666666667
"CNPY2",1
"MLC1",0
"NEBL",0
"ANTXR1",0
"C1orf52",0
"C20orf196",NA
"CHAMP1",0.333333333333333
"GFM1",0
"GNL1",0.333333333333333
"MKI67IP",0
"KANSL2",NA
"KANSL3",NA
"MZT1",0
"TUBGCP5",0
"TUBGCP6",0
"SUP45",NA
"COL23A1",NA
"IGHMBP2",NA
"PGD",0.333333333333333
"TALDO1",0.666666666666667
"THUMPD3",1
"NCAPG2",0.7
"TEAD2",0.333333333333333
"IQCK",NA
"NFATC3",0
"Nr3c1",0.333333333333333
"Nr1i3",NA
"Srf",NA
"FAM190A",NA
"MIS18A",1
"MRC2",1
"ZNF17",NA
"ZNF211",NA
"ZNF230",NA
"ZNF91",NA
"NUBP1",0.666666666666667
"NSMCE4A",0.666666666666667
"ACSL3",0.333333333333333
"CNDP2",1
"SEC23A",0.4
"ND6",NA
"NDUFB6",0.666666666666667
"TMOD1",0
"AMPD2",1
"ANKRD13D",1
"C11orf63",NA
"C3orf37",0.333333333333333
"CAMK1D",0
"CLIC2",0.5
"DYRK4",NA
"EBAG9",NA
"ERMN",NA
"FGF21",0
"GRK7",NA
"MOB3A",0
"PRR16",0
"PRRG1",0.333333333333333
"RASGEF1A",NA
"RFT1",1
"SFTPC",0
"SGK2",0
"SLC23A2",0.333333333333333
"SP140L",1
"SPANXN3",NA
"SRMS",0
"STK31",NA
"SULF1",NA
"Snca",NA
"TOM1L2",0.666666666666667
"TSTA3",1
"Tnik",NA
"WIBG",0.666666666666667
"BBX",0
"CYP26B1",NA
"DECR2",NA
"DYRK3",NA
"KCNAB3",NA
"MAGEB1",1
"NUDT16L1",0.333333333333333
"RASL10B",NA
"ROBO3",1
"SCD",1
"SERPINF1",1
"SPAG8",NA
"TCEAL2",0.466666666666667
"ZADH2",0.333333333333333
"ZC3HAV1L",0.666666666666667
"SCN1A",0
"elaD",1
"CCDC85A",0
"IFT140",0.5
"EML2",0.666666666666667
"NEK7",0.5
"GALNS",NA
"TKTL2",NA
"TPD52L3",NA
"ZCCHC14",NA
"TNIP3",1
"CXorf56",0
"KRT77",0.2
"KIAA2018",NA
"CLEC1B",NA
"SH3BP5L",0
"FAM124A",0
"SP5",NA
"NLRP3",NA
"NMBR",NA
"PRUNE",1
"DYDC2",0
"HDDC3",1
"HHLA3",NA
"NAT16",1
"ETNK2",NA
"RRAGC",0.4
"RRAGD",0.333333333333333
"NOP58",0.333333333333333
"PPAN",0
"RBM28",0.6
"SYN3",1
"RHOXF1",NA
"NPB",NA
"NPW",NA
"NPHP4",1
"Cdc42",NA
"Nphs1",NA
"CASKIN1",NA
"NPPC",0
"NPRL3",0.4
"Nptx1",NA
"Nptxr",NA
"Prmt5",NA
"PCDH17",NA
"TMEM161A",0.333333333333333
"Ncoa1",NA
"Ppargc1a",NA
"ZNF653",NA
"HSPA12A",1
"COBLL1",0
"Dynlt1b",NA
"Calm1",0
"Rara",NA
"Rxrb",NA
"FIZ1",NA
"MYO16",NA
"SIPA1L1",0.333333333333333
"Sytl1",NA
"CSNK1G3",1
"NAPG",1
"VTI1B",0.533333333333333
"XIRP2",0
"MAGEF1",0.666666666666667
"GAPDHS",0
"LRRC4C",NA
"RPN10",1
"EVI5L",NA
"MEX3B",0.4
"WDR74",0.666666666666667
"Rae1",NA
"NAA15",0.285714285714286
"NAA50",0
"ASPM",0.333333333333333
"NPR1",0
"NDE1",0
"AQP9",NA
"BEAN1",NA
"DIRAS1",0
"DNAAF2",NA
"FOXJ2",NA
"KLC4",0.2
"PLSCR3",0.4
"TIMM10",0
"TRPT1",0
"ACAD8",NA
"GPATCH4",0
"RRP9",0.166666666666667
"WDR43",0.166666666666667
"WRAP53",NA
"ZNHIT6",0.333333333333333
"SERPINB12",0.166666666666667
"SEMA3F",NA
"AHCTF1",0.2
"DLD",0.3
"NUP62CL",0.666666666666667
"PNOC",NA
"ZC3H18",0.333333333333333
"OSBPL11",1
"EMCN",0
"LAGE3",1
"RGS17",1
"GLA",1
"MOG",NA
"RPTN",NA
"GPX4",1
"LANCL2",0.666666666666667
"LONRF2",1
"CTC1",0
"TEN1",NA
"LRWD1",0
"ALDH16A1",0.333333333333333
"DERA",0
"DNAJB4",0.333333333333333
"COBL",NA
"Htt",NA
"MICALL1",0.380952380952381
"CHMP7",0.666666666666667
"QDPR",0
"C5orf42",0.666666666666667
"MYNN",1
"ZC3H7A",1
"ZNF418",1
"ZNF823",NA
"ZNF83",NA
"MYL2",0
"RASSF9",NA
"GPM6A",NA
"WDR92",0
"PNMA3",NA
"Atxn3",NA
"C1qbp",NA
"MFN2",0.333333333333333
"Sept5",NA
"MTRF1",NA
"C21orf56",NA
"RAX",NA
"VSX2",NA
"FUBP3",0.133333333333333
"Myh10",0
"ANKRD57",1
"DIP2C",1
"MIS18BP1",0.666666666666667
"ZNF195",1
"ZNF567",0.666666666666667
"TGIF2LY",0
"AUTS2",0.666666666666667
"FBRS",0.866666666666667
"FBRSL1",0.9
"ATP2A1",0.333333333333333
"HSP90AB2P",0.666666666666667
"RPL10L",1
"Polk",NA
"JMJD5",NA
"PDCD1LG2",NA
"Arl2",NA
"PHYHIPL",NA
"PDGFC",NA
"MFGE8",1
"GYPC",NA
"FAM213B",0.333333333333333
"TBL2",0.666666666666667
"FARP2",0
"SLC17A1",NA
"SLC22A12",NA
"SLC22A4",NA
"SLC34A3",NA
"COX7A2",0.333333333333333
"PEX3",1
"SLC25A17",1
"EOMES",NA
"TTC38",0.666666666666667
"PFDN6",0.288888888888889
"BATF3",NA
"Batf3",NA
"SCML2",0.5
"RARS2",0
"SNX27",0.666666666666667
"FAM131A",NA
"NDUFV3",0
"WDR89",0.166666666666667
"STAB2",0.666666666666667
"BNC1",NA
"PIGA",0.666666666666667
"ULBP2",NA
"CLPTM1L",0.5
"ITIH1",NA
"RASD2",0
"ADAMTS2",NA
"CXCL2",NA
"CYP4A11",NA
"ABCB6",0.333333333333333
"ORM1",0
"SERF1A",NA
"PRRC1",0.333333333333333
"pkmyt1",NA
"sox3",NA
"ventx2.1-b",NA
"wee1B",NA
"AIDA",NA
"PIP5K1A",0
"PIP5K1B",0.333333333333333
"DAGLB",1
"MLKL",NA
"Agtrap",NA
"NEUROD2",0
"SERPINI1",NA
"SERPINE2",NA
"FAP",0
"Anxa6",NA
"CCDC88B",NA
"PLEKHA6",NA
"WASH2P",0.333333333333333
"ANKRD28",0.238095238095238
"ANKRD44",0
"ANKRD52",0
"BTN1A1",NA
"DNHD1",1
"FABP3",0.166666666666667
"OSBPL6",NA
"RGPD4",1
"FAM153A",NA
"C10orf54",1
"C4orf42",NA
"IP6K2",1
"LOC284440",NA
"NEU4",0.333333333333333
"NPTX1",0
"IFT80",NA
"KIAA1199",NA
"BTBD3",0
"ZNF506",NA
"FXN",1
"PSD2",0
"SBF2",1
"NOM1",1
"RBMS1",1
"pcn1",NA
"PCIF1",NA
"Atf7ip",1
"MEIG1",NA
"ANKHD1",0
"HIGD1B",NA
"MYO3A",NA
"UQCRQ",0
"POLR3G",0.833333333333333
"POLR3K",NA
"MC3R",NA
"MC5R",NA
"RPP40",0.4
"RMRP",NA
"CYP1A2",NA
"CYP2C19",NA
"CYP2C9",NA
"CCDC147",1
"CYLC2",1
"DDX3Y",0.3
"GCOM2",NA
"RASGEF1C",1
"TMPRSS13",NA
"YTHDF3",1
"Pbx1",NA
"FKBP7",0
"KRT9",0.5
"PURB",1
"TDRD1",1
"AATK",0
"CLCN2",1
"CNP",1
"CSRNP1",NA
"Eif2b5",0
"FRMPD4",0
"GLIPR1L2",NA
"LPIN2",1
"MAL2",0.333333333333333
"NDP",NA
"PPP1R15B",0.666666666666667
"PPP1R18",1
"PPP1R3E",NA
"PPP1R3G",NA
"RPRD2",0.5
"SLC45A1",NA
"TPRN",NA
"ZBTB11",0.666666666666667
"ZNF827",NA
"CDH24",NA
"FSD1",0
"RGMA",0
"ADRA2A",NA
"PRR14L",0.833333333333333
"SNF1",NA
"ACTBL2",0.466666666666667
"C22orf39",NA
"MYLPF",0
"HDA14",NA
"PRDX2",0.666666666666667
"SERTAD4",1
"FABP5",0.5
"FAM122A",NA
"IER2",0.666666666666667
"IER5",NA
"ZNF295",0
"CYP17A1",NA
"HTA1",NA
"RRD2",NA
"C16orf74",0
"RCAN2",NA
"CCT6P1",NA
"DHX38",0.285714285714286
"GLYATL3",NA
"SLC25A31",1
"Ppp4c",NA
"SIK1",1
"SIK3",0.666666666666667
"C19orf47",NA
"GFPT1",0.4
"TGM3",0.2
"DDIT4L",0
"MAP3K15",1
"CCC2",NA
"C2orf88",NA
"AVPR1B",NA
"PDP1",1
"PDP2",1
"GABRA4",NA
"ZBTB8OS",1
"Hmga1",0
"Hmga2",0
"N4BP2L2",1
"PFDN4",0.3
"FMN1",NA
"FMNL3",1
"RNU1-4",0
"PRPS2",1
"MAN2C1",1
"PDDC1",1
"PHF23",1
"TRAPPC4",1
"FAM86A",1
"ICAM5",1
"DONSON",1
"HCVgp2",NA
"Park2",NA
"ANIB1",NA
"ACO2",0.5
"ANKIB1",1
"Id1",NA
"MB",1
"RPN7",NA
"RPT1",NA
"RPT2",NA
"AQN-1",0
"WDR25",NA
"SMCR7",0.5
"Raver1",0
"AMHR2",NA
"GPR113",NA
"LEPREL4",0.166666666666667
"QRFPR",NA
"SMTN",0.5
"TCEB3C",NA
"WNT4",0
"ZNF787",NA
"NEO1",1
"PITPNM1",NA
"PITPNM2",NA
"CNNM4",1
"ATP1B3",0
"PTTG1IP",1
"LOH12CR1",NA
"TROVE2",1
"NANOS1",NA
"BCL9",NA
"LENG8",0
"UPRT",NA
"EDIL3",0
"PAPSS2",0.333333333333333
"RGPD8",0
"STXBP4",0
"POC1A",NA
"ZC3H4",0
"PREB",0
"DHX35",0
"GCFC1",0.3
"TSSC4",0
"ZNHIT2",0.666666666666667
"ENOPH1",0
"MYRIP",NA
"FAM71C",NA
"RAB3IP",NA
